Speed_Avg,Brake_Frequency,Brake_Intensity,Throttle_Variance,Energy_Consumption,Range_Est,Label_Driver
64.0,2.0,1.4,14.29,0.107,199.1,0
21.8,18.9,38.3,28.64,0.152,158.7,0
25.0,23.3,0.0,20.85,0.125,151.0,0
3.2,7.3,17.0,6.57,0.17,78.6,1
19.4,13.4,4.2,29.25,0.207,84.3,0
28.9,29.8,15.2,9.98,0.054,94.5,0
51.4,2.2,23.2,15.33,0.14,178.9,1
25.7,8.1,23.5,34.05,0.061,164.3,0
67.1,3.8,23.8,8.31,0.126,163.3,1
41.3,1.5,34.1,24.78,0.092,150.1,0
42.4,1.5,10.6,0.0,0.186,201.1,1
57.5,14.4,95.1,16.25,0.069,160.1,2
27.7,9.5,63.9,0.0,0.19,90.7,0
53.7,5.0,14.6,19.42,0.217,204.2,1
42.5,14.3,60.8,37.37,0.127,215.0,0
23.2,5.1,9.5,12.1,0.115,171.9,1
24.4,21.4,21.4,10.02,0.143,117.3,1
37.6,7.0,43.5,22.75,0.157,201.5,0
53.9,11.9,13.1,9.76,0.108,126.2,0
51.6,1.2,0.8,12.12,0.126,80.6,1
68.1,4.7,0.0,6.27,0.087,163.6,1
77.1,7.2,3.2,14.94,0.136,186.5,1
93.1,4.7,88.7,90.69,0.206,183.4,2
55.3,7.2,18.5,22.09,0.204,159.8,0
36.9,5.9,19.9,13.66,0.284,126.0,1
77.3,4.6,5.9,12.16,0.158,192.5,2
8.1,7.9,11.4,5.44,0.183,135.8,1
103.8,0.0,23.0,2.51,0.095,165.7,1
66.0,7.7,76.2,75.45,0.21,117.5,2
37.9,30.9,43.3,22.78,0.127,128.1,0
77.5,2.8,37.1,5.19,0.186,187.0,1
100.2,5.7,83.3,14.84,0.146,139.4,2
24.2,31.4,50.7,21.99,0.056,295.4,0
17.8,12.2,78.2,46.2,0.212,122.9,2
21.1,9.8,43.4,15.26,0.208,162.8,0
72.4,4.0,0.0,2.75,0.175,96.5,1
9.6,27.1,46.6,0.42,0.094,39.0,0
88.2,0.5,0.0,14.23,0.145,159.3,1
29.8,8.4,22.9,40.1,0.159,169.8,0
25.6,1.0,22.2,11.46,0.169,118.9,1
54.8,8.7,40.7,28.23,0.1,164.6,0
63.8,6.9,13.4,4.69,0.186,151.8,1
20.5,2.5,26.5,4.98,0.157,133.2,1
28.6,8.9,37.5,11.15,0.202,153.6,2
35.5,13.1,47.7,16.79,0.132,157.7,0
66.4,1.4,99.2,49.09,0.15,131.2,2
5.3,8.4,48.9,25.54,0.155,83.0,0
82.3,14.2,86.0,25.99,0.18,152.5,2
24.7,11.5,32.0,2.23,0.048,72.1,0
30.0,12.0,14.0,32.11,0.167,203.4,0
30.8,21.9,23.7,7.96,0.084,167.0,0
31.9,10.4,83.5,90.05,0.244,189.1,2
16.4,9.8,89.1,53.57,0.106,105.8,2
2.8,20.5,52.6,25.25,0.121,89.6,0
33.2,3.3,98.3,37.75,0.104,139.9,1
52.5,4.3,20.7,18.71,0.2,223.7,0
25.2,14.8,18.1,7.32,0.128,113.8,1
27.4,12.4,15.7,11.38,0.2,186.3,1
18.3,14.3,34.2,29.3,0.233,170.9,0
55.9,0.0,23.0,5.07,0.11,124.4,1
0.0,6.3,21.9,8.57,0.206,178.8,1
36.6,11.1,60.9,12.46,0.193,194.0,0
39.0,23.4,41.6,5.96,0.203,186.9,0
115.2,3.6,23.1,3.95,0.107,121.2,1
47.7,2.1,22.9,12.15,0.154,217.5,1
32.1,2.8,40.7,20.25,0.051,165.2,0
26.8,17.8,10.1,13.26,0.153,150.0,1
19.5,7.1,56.2,31.94,0.096,97.1,1
31.0,15.1,23.5,9.84,0.17,186.5,0
53.6,6.0,40.9,34.37,0.11,151.2,0
79.7,0.0,20.2,8.78,0.192,126.2,0
65.0,0.5,36.8,14.28,0.227,171.4,1
14.1,20.4,35.2,28.96,0.124,117.6,0
15.5,4.4,100.0,38.61,0.137,230.0,2
67.4,4.5,9.7,2.2,0.167,151.1,1
91.8,2.9,0.0,17.5,0.179,95.9,1
42.4,2.0,8.8,12.8,0.196,178.4,1
77.1,7.2,12.6,8.92,0.185,144.5,0
31.2,11.7,92.7,29.75,0.195,147.7,2
32.9,30.5,27.7,9.96,0.117,87.8,0
64.7,7.8,7.5,6.85,0.186,121.8,1
22.2,11.7,26.8,12.85,0.13,181.2,0
76.7,3.4,89.9,20.28,0.178,177.1,2
24.8,9.1,3.4,9.29,0.147,171.2,1
31.9,7.6,32.6,34.39,0.074,153.7,0
78.9,6.2,69.6,21.09,0.103,143.1,2
70.9,1.1,17.7,5.38,0.17,148.9,1
39.2,12.5,21.9,31.04,0.108,131.4,0
31.5,20.5,61.5,37.16,0.155,128.1,0
42.9,14.2,20.5,8.42,0.129,171.6,0
13.7,6.8,92.5,38.84,0.091,147.1,2
32.3,18.9,47.6,26.86,0.202,175.8,0
37.3,12.4,45.8,19.64,0.222,185.6,0
58.8,0.0,62.0,21.7,0.185,203.8,2
18.8,9.5,21.1,16.26,0.113,161.8,0
21.1,9.4,39.2,13.36,0.178,161.4,0
18.4,19.2,1.0,14.74,0.223,180.4,1
52.1,2.0,19.1,9.89,0.187,125.0,1
58.4,3.8,6.3,18.91,0.161,48.7,1
61.1,3.0,15.9,23.23,0.104,237.5,1
19.5,2.4,48.8,37.04,0.085,77.6,0
37.9,18.7,23.4,18.53,0.043,101.6,0
60.4,2.8,25.7,10.5,0.151,166.6,1
40.5,9.0,0.0,15.01,0.075,142.9,1
71.0,6.0,5.7,5.59,0.158,121.2,1
63.7,6.6,22.5,0.68,0.162,93.0,0
30.8,15.6,47.7,21.22,0.137,82.7,0
17.6,2.5,19.9,17.56,0.201,122.3,1
16.9,19.4,47.4,24.19,0.116,205.6,0
34.8,21.4,34.0,26.41,0.058,176.0,0
95.5,17.2,91.9,43.61,0.243,140.5,2
64.5,0.0,0.0,12.18,0.104,117.9,1
11.2,11.7,9.7,6.57,0.183,217.1,1
59.0,2.8,19.8,8.27,0.21,98.7,1
21.9,0.0,44.6,22.45,0.151,230.7,0
37.5,30.8,28.7,23.62,0.161,160.2,0
53.1,11.2,30.1,0.0,0.134,118.4,0
6.4,12.1,15.5,6.85,0.174,94.0,1
81.7,2.9,13.7,14.42,0.122,141.7,1
19.8,26.9,0.0,40.9,0.082,87.6,0
49.7,20.5,42.3,37.34,0.144,141.1,0
67.1,0.0,0.4,15.3,0.086,110.5,1
30.0,20.5,41.4,18.11,0.09,135.6,0
90.8,1.6,20.3,5.93,0.045,108.5,1
84.1,4.0,0.2,7.45,0.139,153.7,0
11.4,3.7,12.4,10.93,0.142,105.1,1
47.9,0.0,9.6,14.36,0.095,236.1,1
10.4,17.8,19.7,26.64,0.21,49.7,0
88.7,2.2,29.1,11.59,0.187,128.0,1
48.5,24.4,45.1,0.0,0.111,162.6,0
29.9,4.7,6.6,4.86,0.118,144.5,0
66.5,4.7,6.6,11.06,0.078,104.4,1
63.0,10.0,17.8,5.87,0.116,146.2,1
65.3,0.7,19.3,6.67,0.141,145.2,1
51.8,5.4,35.6,22.49,0.165,131.4,0
34.4,5.9,63.7,101.18,0.129,213.5,2
51.5,1.0,17.3,6.41,0.099,209.5,1
33.4,16.6,22.8,31.52,0.079,160.5,0
54.7,5.0,0.0,11.85,0.192,175.5,1
32.5,18.7,48.8,21.12,0.111,124.6,0
53.2,4.8,100.0,35.88,0.149,80.3,2
104.4,4.5,19.9,0.0,0.073,166.0,1
32.5,14.8,33.0,17.5,0.082,168.6,0
46.4,5.5,27.9,4.3,0.142,129.2,1
36.5,6.3,7.7,8.92,0.159,155.3,0
34.0,18.1,23.4,22.77,0.188,208.1,0
24.1,29.2,44.7,24.67,0.145,209.9,0
50.2,12.6,20.8,15.63,0.092,158.3,0
60.4,0.0,21.8,6.89,0.084,108.6,1
64.5,4.8,13.7,13.29,0.227,212.1,1
22.1,5.8,82.6,67.6,0.182,139.2,2
69.0,4.4,18.7,7.78,0.142,151.7,1
58.5,3.9,0.0,12.83,0.191,142.7,1
120.1,0.9,8.7,5.25,0.141,193.3,1
58.1,0.0,22.7,5.22,0.142,167.0,1
59.8,5.7,40.0,22.5,0.221,115.6,0
53.5,8.8,100.0,71.91,0.214,138.2,2
46.0,5.9,58.1,54.09,0.142,126.8,2
34.2,18.2,28.0,25.54,0.194,144.4,0
29.2,22.9,34.6,20.52,0.151,196.2,0
54.6,4.2,19.9,13.77,0.029,146.0,1
65.7,7.4,23.4,4.64,0.084,162.2,1
7.7,12.0,16.4,10.09,0.147,241.4,1
68.5,0.4,5.2,18.89,0.179,140.4,1
15.0,3.8,16.7,25.24,0.146,126.9,0
38.9,4.2,7.0,5.72,0.236,139.4,1
53.0,6.3,3.9,5.37,0.175,160.1,1
47.1,16.5,23.7,0.0,0.135,173.5,0
58.7,0.0,8.8,9.88,0.145,224.8,1
30.9,25.9,47.6,15.15,0.185,99.7,0
60.1,27.3,34.8,14.94,0.059,146.7,0
71.8,0.0,15.5,11.03,0.083,169.6,1
37.1,27.4,34.6,7.83,0.178,131.5,0
28.2,17.3,24.6,14.53,0.074,134.8,0
86.4,3.7,0.0,9.97,0.245,162.1,1
45.2,3.0,22.8,21.4,0.2,143.1,0
71.8,2.7,75.0,21.41,0.19,121.6,0
66.0,6.2,5.1,1.69,0.211,120.8,1
43.8,6.8,5.2,14.1,0.117,111.5,1
33.9,2.5,86.7,61.89,0.139,190.9,2
45.6,19.7,20.3,33.93,0.228,91.0,0
19.6,9.0,0.7,13.12,0.16,119.1,1
53.2,12.1,48.8,13.27,0.133,172.0,0
24.4,1.5,19.7,27.05,0.186,227.2,0
40.8,3.7,37.9,8.12,0.133,166.3,0
24.9,11.6,26.6,9.42,0.227,111.1,1
19.4,12.3,45.8,0.17,0.09,161.4,0
25.3,10.3,14.6,12.76,0.114,86.8,1
35.6,17.4,41.4,18.43,0.232,115.7,0
70.1,6.6,39.7,18.7,0.205,125.7,0
74.0,4.0,25.1,11.64,0.144,140.9,1
80.5,0.5,94.6,37.49,0.118,130.4,2
17.6,15.0,13.4,39.0,0.156,144.9,0
29.2,8.1,21.1,15.68,0.247,36.2,0
77.2,1.0,0.0,3.58,0.2,164.2,1
10.8,11.8,52.1,19.97,0.186,188.2,0
28.0,11.1,21.4,27.69,0.141,126.6,0
81.5,4.7,13.5,7.09,0.083,99.4,2
14.3,8.0,78.4,27.81,0.135,81.9,2
21.3,11.7,26.4,25.11,0.073,172.3,0
0.1,8.2,32.9,34.11,0.132,142.0,0
97.4,2.5,24.2,2.04,0.166,143.5,1
13.5,15.6,39.6,9.43,0.184,158.3,0
31.4,18.3,15.5,13.55,0.176,94.5,0
84.5,3.9,80.9,23.17,0.232,151.5,2
96.9,5.0,19.5,11.69,0.176,108.4,1
40.6,7.1,7.7,17.05,0.143,207.3,0
28.8,19.9,23.3,44.6,0.147,179.4,0
38.1,18.4,29.6,11.56,0.139,169.9,0
9.2,11.0,63.9,16.8,0.096,164.6,0
71.5,0.4,83.3,54.36,0.147,123.8,2
54.2,0.0,0.8,7.15,0.121,129.0,1
20.4,11.2,33.2,25.36,0.152,167.7,1
66.0,6.3,12.3,15.03,0.173,149.2,1
37.9,18.3,32.0,21.05,0.197,134.7,0
36.4,21.7,43.8,20.65,0.147,110.9,0
25.9,24.4,75.1,34.91,0.144,130.1,0
12.8,21.5,42.8,6.16,0.098,202.5,0
48.1,5.7,14.0,8.81,0.203,127.8,1
0.0,33.8,35.5,17.13,0.068,164.2,0
47.7,5.9,18.4,10.13,0.172,165.1,1
37.3,3.4,20.6,9.69,0.208,136.4,1
69.9,5.6,6.6,6.66,0.176,126.2,1
46.8,22.2,33.0,21.52,0.009,165.5,0
79.6,0.2,18.9,10.63,0.155,114.2,1
106.6,2.8,39.1,14.76,0.117,142.9,1
53.4,5.4,7.7,8.85,0.158,140.1,1
11.7,11.0,16.0,8.44,0.101,173.2,1
48.5,0.0,16.9,11.01,0.085,90.5,1
18.4,10.5,29.9,27.11,0.207,95.2,0
42.4,17.7,38.7,13.87,0.183,210.2,0
18.5,20.2,46.4,39.1,0.081,102.0,0
106.4,5.4,84.2,57.9,0.048,160.9,2
62.6,4.4,24.6,9.17,0.155,125.7,1
38.2,6.2,21.3,13.32,0.256,168.6,1
14.4,25.4,46.6,20.63,0.101,187.2,0
53.0,0.0,42.7,5.02,0.025,217.8,0
50.8,11.0,37.1,27.03,0.163,231.5,0
8.0,12.4,21.8,15.51,0.146,162.5,0
90.6,0.7,14.8,0.07,0.27,125.0,1
26.5,20.1,16.1,12.18,0.185,175.8,1
50.7,6.7,16.5,14.85,0.071,160.2,1
38.8,17.7,21.3,26.06,0.204,287.1,0
68.9,10.0,35.7,31.91,0.209,186.8,0
93.3,12.2,65.1,50.37,0.128,158.7,2
41.8,26.4,26.3,18.57,0.171,113.0,0
64.0,6.3,66.7,21.91,0.162,115.1,2
68.1,3.5,5.5,4.71,0.089,170.1,1
34.8,0.0,25.8,10.0,0.099,156.1,1
24.9,24.2,31.2,11.81,0.116,105.4,0
47.4,3.5,71.1,47.23,0.145,173.4,2
32.2,16.0,31.6,17.29,0.126,160.4,0
31.3,3.0,12.3,8.23,0.217,132.6,2
15.7,21.6,23.2,12.62,0.123,129.1,1
69.1,5.7,17.9,8.13,0.072,138.2,1
37.7,4.8,17.4,9.78,0.239,151.3,1
18.3,22.9,44.0,27.86,0.113,237.6,0
30.5,5.3,7.4,31.2,0.248,214.7,0
65.2,0.0,20.3,16.37,0.057,49.7,1
29.3,8.4,30.5,9.97,0.161,154.4,0
54.6,24.3,48.4,27.3,0.236,157.9,0
54.5,9.1,24.7,26.45,0.151,172.1,0
42.7,3.4,23.1,23.37,0.209,132.0,0
71.9,0.3,22.0,11.64,0.13,116.1,1
23.1,27.7,30.9,33.59,0.213,116.1,0
11.7,3.1,71.9,71.12,0.204,161.6,2
20.9,14.1,0.0,18.71,0.185,194.3,1
40.2,26.4,38.7,26.81,0.098,172.4,0
44.3,4.1,0.0,12.66,0.128,92.0,1
25.1,24.5,38.2,0.0,0.217,129.3,0
67.0,5.3,12.1,13.39,0.169,134.4,0
66.4,5.7,19.8,19.53,0.141,170.4,1
20.8,11.4,50.8,7.31,0.203,170.3,0
57.1,2.5,22.2,28.51,0.183,118.6,0
72.1,2.2,2.3,6.41,0.151,136.7,1
73.3,2.4,61.7,8.27,0.15,220.5,0
91.6,6.6,24.3,8.22,0.202,179.1,1
34.7,8.0,82.6,50.96,0.12,122.3,2
30.6,24.6,43.9,12.11,0.084,128.9,0
23.7,17.1,20.4,25.89,0.08,107.7,0
27.4,17.1,28.2,11.49,0.091,200.4,1
60.3,5.7,100.0,67.54,0.067,111.6,2
34.9,5.0,13.6,2.11,0.202,121.9,1
34.3,6.6,44.6,28.65,0.097,151.8,0
88.9,0.0,27.3,14.46,0.235,156.4,1
85.8,0.0,12.4,16.62,0.174,182.3,1
76.4,1.4,13.5,0.0,0.156,125.3,1
57.0,9.3,12.7,12.22,0.074,240.4,1
42.5,5.0,53.6,26.02,0.128,129.7,0
24.9,27.1,28.0,10.65,0.197,188.6,0
49.3,0.0,17.7,8.53,0.22,122.4,1
68.4,2.3,35.9,11.66,0.18,100.3,1
15.0,10.7,34.7,19.68,0.068,162.6,0
51.1,14.1,55.2,14.23,0.176,152.9,0
37.4,29.3,59.0,17.26,0.163,122.6,0
84.3,6.5,10.5,7.24,0.186,169.6,1
66.1,1.2,4.4,9.1,0.133,99.2,1
53.5,2.0,24.5,6.37,0.119,112.4,1
33.8,3.3,41.6,6.23,0.231,136.5,0
36.6,10.2,30.0,11.13,0.177,167.2,0
77.1,0.0,14.6,6.78,0.152,146.5,1
20.1,14.7,41.6,7.96,0.18,107.2,0
51.2,6.0,0.0,6.56,0.205,107.6,1
34.4,18.0,17.2,42.21,0.17,115.9,0
40.5,29.6,50.3,36.46,0.119,99.0,0
69.4,2.5,8.9,19.93,0.184,215.0,1
46.4,0.0,12.5,15.78,0.082,192.6,1
62.5,7.6,33.3,28.49,0.068,178.8,0
33.1,25.6,38.5,0.0,0.131,198.4,0
21.3,11.8,57.3,17.1,0.191,151.5,0
13.4,19.1,35.7,16.96,0.174,132.8,1
47.4,0.0,7.4,12.86,0.15,120.2,1
59.4,3.4,17.3,7.93,0.126,145.4,1
73.6,0.0,4.3,9.9,0.135,177.8,1
61.9,4.2,47.3,37.38,0.177,178.9,0
29.7,14.8,51.3,40.45,0.221,166.2,0
38.6,11.0,19.1,15.37,0.14,144.5,0
63.0,2.0,100.0,66.06,0.116,137.3,2
38.5,8.4,31.1,2.53,0.185,169.8,0
53.2,3.4,49.4,38.02,0.122,149.3,0
24.1,11.5,26.5,46.68,0.231,183.1,0
54.9,3.2,12.7,11.57,0.183,113.1,1
54.8,6.2,47.1,27.29,0.134,127.2,1
53.9,3.3,29.5,14.91,0.103,94.4,1
40.1,18.6,34.6,24.8,0.147,248.9,0
32.5,6.7,100.0,58.01,0.139,137.3,2
59.9,3.3,0.0,3.91,0.125,152.4,1
12.9,35.3,22.1,17.43,0.14,168.1,0
54.4,0.2,45.1,28.16,0.17,139.0,0
12.1,22.1,25.3,39.55,0.151,221.9,0
8.7,10.9,51.4,0.0,0.188,239.2,0
104.0,1.8,23.0,12.89,0.185,121.6,1
25.3,14.8,43.8,40.13,0.118,128.0,0
34.5,21.1,33.3,4.47,0.088,195.0,0
42.4,9.1,29.7,5.87,0.178,115.9,0
39.4,15.4,41.3,9.96,0.195,124.4,0
38.7,1.5,13.9,18.26,0.167,191.6,1
58.8,9.8,21.6,0.0,0.153,139.3,1
74.1,0.0,3.5,5.05,0.231,120.5,1
24.5,29.2,50.3,4.6,0.147,139.8,0
63.9,12.4,23.2,12.05,0.134,158.1,1
47.9,5.8,5.8,3.37,0.199,167.1,1
19.3,0.0,16.4,28.9,0.133,175.3,0
33.4,2.6,22.3,4.52,0.058,181.4,1
59.5,5.8,9.9,15.98,0.162,163.2,1
66.2,4.9,14.3,42.03,0.183,122.9,0
69.9,0.0,16.1,13.57,0.173,131.5,1
29.3,11.8,100.0,80.02,0.13,134.2,2
69.0,6.6,19.0,14.69,0.148,167.1,1
22.0,0.9,5.2,1.65,0.173,113.1,1
68.7,2.5,31.4,21.51,0.21,200.1,1
27.8,16.5,3.9,8.76,0.146,99.0,1
15.4,23.6,43.8,28.12,0.141,211.0,0
41.0,3.0,14.1,9.33,0.121,133.5,1
19.8,0.0,65.1,5.81,0.193,141.1,0
17.7,10.2,22.4,7.28,0.191,195.2,1
105.9,0.0,5.8,12.89,0.127,196.7,1
13.8,11.8,69.9,12.38,0.185,142.6,2
12.2,18.1,19.4,7.02,0.165,134.8,1
51.1,0.0,61.8,38.94,0.183,166.5,2
59.9,1.6,16.3,5.08,0.228,138.9,1
28.1,17.6,54.4,21.18,0.121,161.2,0
13.0,6.9,5.4,15.63,0.108,197.0,1
27.5,23.9,38.2,21.01,0.154,180.8,0
64.6,0.0,21.1,9.89,0.153,167.5,1
76.2,0.4,17.1,9.91,0.112,177.8,1
33.1,18.6,43.0,10.82,0.079,149.7,0
16.9,14.0,0.0,15.24,0.154,177.8,1
49.3,22.8,17.9,28.93,0.104,150.5,0
21.9,0.0,71.1,75.86,0.16,165.2,2
73.1,0.0,27.3,5.12,0.167,144.3,1
56.6,10.2,40.7,13.59,0.071,217.2,0
71.4,19.2,41.0,22.62,0.188,181.7,0
0.0,19.9,13.8,45.53,0.171,152.9,0
35.6,10.7,17.2,23.23,0.132,191.3,0
57.7,15.4,24.9,24.43,0.155,221.7,0
64.4,4.2,15.1,4.94,0.144,64.6,1
63.9,0.0,28.5,10.0,0.17,193.2,1
20.5,0.0,65.2,28.37,0.074,105.5,2
27.1,9.8,20.5,2.13,0.11,142.1,0
43.8,26.6,27.6,20.41,0.252,126.9,0
52.8,19.0,29.6,12.16,0.154,167.2,0
18.0,7.7,73.4,62.42,0.259,154.7,2
41.1,26.0,18.6,18.4,0.124,123.2,0
64.1,7.2,84.5,33.44,0.105,134.7,2
62.9,0.0,11.5,10.94,0.152,184.5,1
74.6,2.6,0.0,8.2,0.175,270.4,1
27.9,12.3,53.1,8.69,0.171,155.0,0
55.4,0.0,25.0,8.31,0.09,179.6,1
83.9,3.4,11.1,15.6,0.163,153.1,1
40.8,7.3,60.9,26.05,0.178,123.0,0
46.4,11.1,27.9,9.34,0.151,201.8,1
57.4,6.3,9.6,20.13,0.141,147.2,1
22.5,15.6,43.4,12.53,0.117,142.2,0
44.3,8.8,25.2,23.82,0.13,104.2,0
32.4,15.0,41.3,9.89,0.112,159.9,0
83.5,5.8,22.6,14.98,0.086,108.7,1
46.7,14.9,39.7,29.01,0.22,120.4,0
58.6,4.2,35.6,12.81,0.094,260.5,0
90.3,0.0,29.2,13.07,0.156,120.7,1
29.5,0.0,31.9,12.39,0.104,206.9,1
9.1,8.6,34.4,10.01,0.128,150.3,0
30.2,9.5,11.1,27.92,0.157,156.2,0
29.3,1.2,18.8,12.29,0.137,171.5,0
67.1,5.1,1.6,2.02,0.141,25.4,1
61.7,1.8,24.4,7.74,0.165,178.2,2
44.3,2.7,0.0,8.7,0.119,137.5,1
23.6,9.2,25.9,16.84,0.199,129.8,0
23.1,17.0,56.9,10.94,0.211,187.8,0
33.9,26.0,42.3,15.69,0.1,202.9,0
60.9,0.3,6.5,7.57,0.13,144.0,1
29.3,0.0,38.0,16.87,0.256,187.4,0
61.2,7.8,11.6,8.48,0.117,124.4,1
28.7,0.0,69.2,47.71,0.242,130.3,2
53.3,2.3,64.0,50.47,0.051,175.6,2
64.3,0.8,17.1,7.79,0.162,154.8,1
68.7,4.3,21.1,8.53,0.141,148.6,1
36.2,0.0,35.7,31.28,0.105,144.1,0
35.0,20.3,53.8,21.0,0.198,76.1,0
16.1,27.8,12.7,19.02,0.114,101.7,0
20.4,1.8,25.8,0.0,0.075,129.4,0
79.2,8.1,71.1,55.86,0.149,202.8,2
1.8,1.5,45.2,42.59,0.176,166.3,0
50.2,4.8,25.2,5.04,0.078,145.2,1
57.3,9.7,38.3,29.78,0.219,172.4,0
35.0,11.2,37.1,23.86,0.194,134.6,0
23.5,16.4,43.9,4.83,0.141,113.2,0
71.9,5.1,19.1,9.39,0.139,71.5,1
20.4,3.8,95.3,62.36,0.129,149.8,2
7.9,13.6,34.5,0.0,0.082,78.2,0
20.8,21.0,35.7,27.2,0.172,237.1,0
71.2,3.7,17.0,21.38,0.21,148.9,1
19.0,23.9,50.8,35.82,0.124,156.0,0
40.7,12.7,13.5,26.38,0.111,188.7,0
58.5,0.0,11.5,12.05,0.02,161.9,1
16.3,8.7,4.4,12.99,0.194,115.4,1
74.9,0.0,21.3,8.57,0.206,84.9,1
28.2,15.8,49.7,39.09,0.077,114.3,0
30.2,8.2,8.8,8.36,0.09,201.4,1
11.0,4.0,0.2,11.39,0.086,177.9,1
33.3,4.9,1.5,11.97,0.165,169.2,1
72.4,4.6,19.4,9.13,0.164,174.2,1
32.6,24.4,38.3,16.33,0.154,153.2,0
45.5,21.8,34.4,27.98,0.156,134.3,0
27.2,11.8,1.1,22.36,0.237,266.2,0
71.6,1.3,79.3,57.44,0.146,165.4,2
55.7,2.0,17.1,13.94,0.16,171.1,1
54.1,7.6,21.1,7.4,0.078,152.8,1
56.7,1.7,16.2,8.06,0.078,117.9,1
25.2,15.6,47.0,15.31,0.159,145.7,0
62.7,0.1,29.3,11.21,0.123,184.2,1
45.5,0.0,39.5,3.62,0.132,243.8,1
18.3,19.9,10.7,26.91,0.086,217.7,0
44.3,24.0,26.3,19.51,0.141,180.1,0
60.3,13.4,27.3,21.84,0.175,142.8,0
25.3,28.7,28.5,27.65,0.131,163.3,0
44.4,18.4,32.0,23.41,0.266,186.4,0
36.2,9.9,40.1,27.13,0.113,181.4,0
49.8,2.9,51.3,15.05,0.017,197.9,0
76.9,6.7,29.6,5.43,0.085,197.2,1
78.9,0.0,79.9,80.18,0.156,149.0,2
72.4,5.0,10.0,8.2,0.136,149.3,1
61.2,12.5,37.8,24.38,0.137,193.2,0
60.3,4.6,9.0,5.11,0.095,134.5,1
59.4,4.5,26.7,3.84,0.109,232.3,1
33.5,3.9,82.6,45.75,0.228,101.9,2
38.9,4.5,31.4,29.4,0.173,99.0,0
55.4,0.0,87.0,0.0,0.103,187.1,2
75.2,3.2,34.6,14.31,0.098,140.8,0
53.5,4.1,10.5,5.35,0.164,158.7,1
10.1,3.9,31.9,4.11,0.216,154.6,0
71.4,4.5,22.8,8.5,0.253,95.0,1
97.1,1.2,10.8,15.34,0.115,138.9,1
51.7,4.6,3.3,10.07,0.086,130.4,1
82.9,0.0,66.7,77.16,0.156,161.2,2
37.3,20.6,21.8,28.55,0.133,164.7,0
42.9,5.9,18.5,4.44,0.167,86.1,1
109.6,8.6,76.6,65.77,0.157,194.7,2
39.4,1.1,12.7,29.32,0.152,180.3,0
42.8,15.9,32.8,19.52,0.134,154.4,0
24.2,15.4,9.6,0.0,0.11,123.3,0
60.4,0.0,24.8,0.16,0.19,154.3,1
28.4,2.5,0.0,18.57,0.134,223.3,1
73.7,5.5,20.2,1.68,0.208,113.2,0
0.0,28.6,24.4,22.33,0.265,154.8,0
51.1,13.8,36.3,23.67,0.184,129.2,2
34.6,15.9,17.6,27.19,0.144,155.4,0
38.3,10.3,25.7,23.25,0.047,211.2,0
21.0,8.2,38.1,26.09,0.154,190.7,1
6.0,8.3,36.9,1.19,0.068,124.8,0
16.9,10.9,31.2,17.14,0.081,117.1,0
61.1,9.8,4.7,11.89,0.135,143.3,1
31.2,7.7,33.6,22.41,0.107,153.3,0
68.9,4.4,19.4,14.58,0.237,102.0,1
59.8,1.2,5.8,13.63,0.158,151.0,1
18.5,7.0,50.1,11.74,0.125,126.1,0
8.0,12.8,55.8,17.19,0.092,143.1,1
22.5,1.2,96.3,65.9,0.133,118.0,2
77.2,5.2,85.9,47.78,0.16,207.9,2
30.0,21.5,37.8,30.11,0.172,161.0,0
15.8,15.4,10.2,15.67,0.17,150.2,1
71.1,1.1,13.6,9.17,0.166,154.5,1
62.4,1.5,18.6,27.67,0.104,195.0,0
38.0,16.6,14.4,8.9,0.201,104.2,0
83.0,0.6,23.5,12.58,0.083,142.1,1
104.6,1.7,32.8,9.94,0.154,229.2,1
38.0,18.4,57.7,23.23,0.195,182.5,0
35.5,11.8,0.0,7.88,0.115,145.0,0
42.0,20.8,18.1,4.35,0.064,106.1,0
79.4,1.9,90.7,72.32,0.169,214.0,2
17.2,9.7,47.7,17.72,0.212,231.8,0
26.5,5.2,38.0,32.09,0.196,82.0,0
11.4,19.3,54.7,46.23,0.173,166.4,0
37.6,5.8,26.0,14.86,0.13,181.8,0
19.7,16.1,16.0,13.1,0.105,109.2,0
38.6,18.1,45.7,19.9,0.139,103.5,0
66.0,2.3,16.9,11.02,0.09,117.1,1
52.0,3.9,6.1,7.21,0.171,99.3,1
68.2,5.2,17.5,8.14,0.112,96.3,1
30.9,25.1,23.4,7.96,0.11,161.4,2
63.6,5.6,16.6,13.55,0.181,151.6,1
38.4,16.0,9.0,29.38,0.128,191.2,0
18.2,0.7,16.0,16.28,0.12,135.4,1
39.8,24.5,11.0,24.08,0.123,143.9,0
18.4,1.6,4.9,10.21,0.129,160.1,1
27.6,2.7,2.7,4.9,0.103,171.2,1
76.1,5.2,0.0,2.57,0.23,150.8,1
131.3,7.1,10.6,19.32,0.129,90.7,1
48.7,7.2,0.3,5.71,0.187,234.9,1
55.4,0.5,18.5,13.61,0.134,63.9,1
86.1,5.3,16.1,13.8,0.095,134.9,1
131.6,0.0,12.5,18.4,0.142,196.0,1
84.3,2.2,0.0,11.73,0.162,125.9,1
40.1,20.3,12.0,25.72,0.185,158.6,0
105.6,0.1,0.0,4.82,0.202,109.4,1
15.5,10.9,32.6,22.97,0.13,84.3,0
