Throttle_Spike,Brake_Usage,Energy_Consumption,Regen_Efficiency,Jerk,Label_Driver
61.4,44.0,239.8,0.15,3.79,1
63.4,47.0,235.1,0.08,2.26,1
11.1,7.0,179.6,0.18,0.5,0
18.6,3.4,139.7,0.24,0.84,0
54.0,19.7,241.5,0.17,3.49,0
14.6,14.6,143.6,0.25,0.57,0
56.7,56.7,264.6,0.05,1.54,1
14.0,5.1,116.6,0.19,0.54,0
15.2,4.5,186.4,0.22,0.56,0
12.6,4.5,114.9,0.28,0.59,1
17.9,11.7,118.6,0.25,0.27,0
11.5,6.4,105.4,0.23,0.86,0
63.0,44.7,243.1,0.15,2.61,1
87.9,64.8,188.9,0.16,1.69,1
63.3,43.7,214.3,0.11,1.88,1
49.1,31.8,166.6,0.1,1.54,1
18.7,14.6,162.2,0.28,0.77,1
14.6,16.5,126.8,0.29,0.26,0
22.0,0.6,137.4,0.21,0.35,0
13.2,4.1,145.1,0.22,0.42,0
43.7,32.0,260.1,0.19,3.65,1
16.5,2.8,95.6,0.24,0.6,0
19.4,0.2,123.4,0.22,0.0,0
67.7,26.8,224.4,0.08,2.59,1
13.8,12.1,147.7,0.29,0.13,0
71.2,9.5,207.5,0.11,3.22,1
12.2,16.7,137.8,0.29,0.58,0
22.8,14.6,122.6,0.16,0.9,0
49.2,63.5,177.4,0.05,3.65,1
22.8,10.4,141.9,0.21,0.53,1
78.0,29.9,181.4,0.17,2.06,1
4.1,14.0,142.9,0.17,0.72,0
16.3,11.9,151.0,0.26,0.57,0
16.1,20.1,137.6,0.21,0.19,0
67.5,29.2,227.3,0.07,2.96,1
37.2,30.6,177.9,0.12,0.44,0
13.8,2.5,131.2,0.3,0.4,0
62.9,35.0,219.6,0.12,2.6,0
8.8,12.1,138.1,0.23,0.53,0
17.1,10.7,154.9,0.22,0.54,0
78.9,45.1,158.9,0.04,2.27,1
15.7,3.0,147.8,0.24,0.46,0
57.8,53.3,187.8,0.05,2.25,1
20.0,12.5,130.4,0.21,0.53,0
16.0,13.1,123.9,0.32,0.67,1
79.3,41.3,248.0,0.1,1.64,1
7.5,16.7,124.9,0.25,0.69,0
27.1,12.6,114.1,0.25,0.65,0
7.9,13.0,108.0,0.19,0.44,1
19.0,0.5,159.0,0.24,0.42,0
63.8,33.4,244.7,0.11,4.25,1
0.7,17.2,126.5,0.17,0.59,0
51.5,34.3,302.0,0.09,3.36,1
30.9,50.9,179.6,0.05,3.13,1
15.6,8.9,104.2,0.32,0.7,0
23.0,7.3,157.4,0.32,0.27,0
12.1,7.0,95.1,0.19,0.28,1
11.5,10.3,99.4,0.2,0.29,0
64.0,48.1,233.8,0.13,0.55,1
64.2,47.5,205.2,0.09,3.02,0
17.8,8.9,185.0,0.34,0.59,0
15.0,3.9,139.9,0.18,0.68,0
13.6,5.0,120.7,0.17,0.47,0
89.4,37.9,249.2,0.2,3.16,0
53.8,40.3,229.6,0.05,2.33,1
55.6,26.9,191.0,0.03,0.78,1
8.7,5.4,127.7,0.26,0.45,0
73.3,46.4,193.4,0.15,3.2,1
57.1,17.8,217.7,0.1,0.86,1
8.9,10.3,163.1,0.23,0.72,0
5.9,19.1,152.5,0.23,0.58,0
7.4,10.3,152.3,0.25,0.79,0
20.4,7.6,132.0,0.24,0.69,0
34.2,55.5,197.9,0.04,1.86,1
10.2,10.0,123.7,0.3,0.46,0
22.9,2.4,104.7,0.31,0.56,0
63.4,26.4,223.5,0.01,1.31,1
11.1,6.3,122.9,0.27,0.51,0
13.4,5.2,153.1,0.25,0.34,0
15.2,11.2,131.3,0.32,0.41,0
70.5,44.8,175.6,0.07,1.08,1
68.0,20.8,185.8,0.07,2.83,1
17.6,17.1,147.2,0.26,0.56,1
48.7,50.4,211.9,0.19,3.32,1
9.1,9.9,132.3,0.25,0.4,0
24.1,5.6,174.5,0.22,0.57,0
18.2,21.2,131.4,0.27,0.42,0
13.7,11.5,194.9,0.23,0.52,0
17.5,6.6,143.5,0.19,0.61,0
94.6,0.3,216.9,0.18,2.91,1
20.6,13.3,178.4,0.25,0.6,0
7.0,1.5,169.6,0.19,0.64,0
46.3,33.5,216.5,0.1,1.56,1
66.8,49.0,224.0,0.08,2.1,1
16.8,16.6,191.1,0.17,0.43,0
16.3,19.9,133.1,0.2,0.17,0
83.7,10.2,234.0,0.05,1.47,1
8.0,2.8,155.3,0.37,0.5,0
15.2,24.9,146.3,0.18,0.95,0
63.4,10.8,253.6,0.02,0.4,1
76.0,5.3,207.8,0.06,1.95,1
20.9,12.1,128.5,0.25,0.37,0
15.5,13.2,150.6,0.2,0.63,0
63.6,55.3,223.8,0.04,3.39,1
12.9,3.4,145.9,0.17,0.59,0
16.4,16.8,160.5,0.2,0.42,0
62.2,38.9,160.6,0.12,2.5,1
14.6,13.7,140.5,0.16,0.55,0
18.1,20.1,154.2,0.22,0.57,0
15.5,11.3,106.1,0.25,0.45,0
9.4,5.8,137.6,0.21,0.5,1
8.4,19.1,139.4,0.25,0.53,0
67.7,39.7,170.2,0.06,1.94,1
20.8,15.2,135.3,0.25,0.3,0
88.1,19.5,272.6,0.13,2.61,1
69.0,47.3,203.8,0.15,1.95,1
5.8,9.3,110.0,0.28,0.21,0
15.0,9.6,148.7,0.26,0.64,0
16.9,3.6,158.6,0.23,0.34,1
4.7,4.8,177.2,0.2,0.47,0
68.7,36.6,217.6,0.04,2.53,1
15.4,19.0,115.2,0.26,0.32,0
65.3,44.3,242.6,0.12,1.61,1
24.3,5.4,174.6,0.28,0.44,0
18.5,7.0,148.4,0.26,0.29,0
18.7,8.1,117.6,0.24,0.31,0
33.9,24.5,253.2,0.02,1.8,1
11.7,8.9,161.1,0.28,0.47,0
34.3,50.9,208.0,0.09,2.08,1
75.4,46.7,199.5,0.08,2.21,1
53.6,30.1,204.1,0.04,1.72,1
20.2,7.2,179.5,0.24,0.59,0
12.7,12.2,144.3,0.35,0.4,0
18.8,14.0,126.8,0.24,0.51,0
70.5,23.0,238.9,0.19,2.01,1
11.6,12.9,144.5,0.25,0.47,0
75.7,27.8,261.1,0.12,2.14,1
4.0,13.4,135.5,0.3,0.54,0
11.0,11.1,138.3,0.19,0.35,0
18.2,12.4,122.4,0.29,0.62,0
17.8,11.7,156.4,0.1,0.41,1
61.2,24.4,238.7,0.22,1.99,1
65.5,48.6,215.5,0.16,2.44,1
11.2,9.7,165.3,0.25,0.12,0
15.9,11.2,108.8,0.28,0.59,0
15.3,14.8,152.2,0.23,0.63,0
51.8,44.2,206.8,0.19,3.66,1
16.0,9.1,137.5,0.26,0.47,0
84.3,28.6,172.8,0.02,1.39,0
83.5,53.8,224.5,0.12,5.09,1
76.3,35.5,237.3,0.08,2.42,1
17.7,11.2,123.2,0.23,0.59,0
65.8,24.4,240.1,0.13,2.01,1
14.3,9.9,143.2,0.21,0.41,0
8.5,4.7,165.3,0.2,0.1,0
3.5,25.0,153.9,0.26,0.38,0
13.1,11.2,164.6,0.19,0.37,0
65.8,26.8,215.2,0.05,2.87,1
13.3,4.5,127.8,0.19,0.54,0
14.3,5.2,135.5,0.36,0.44,0
69.6,45.6,179.9,0.04,2.24,1
15.2,15.6,161.0,0.2,0.55,0
4.9,3.0,122.0,0.24,0.54,0
21.5,15.0,143.6,0.19,0.36,0
11.7,4.5,151.6,0.24,0.37,1
16.6,7.9,159.8,0.2,0.15,0
11.9,3.1,131.1,0.26,0.23,0
85.1,46.7,260.0,0.0,2.05,1
84.2,50.0,225.6,0.18,2.72,0
20.2,8.6,131.6,0.26,0.36,0
59.9,36.0,215.6,0.1,4.18,1
15.5,11.4,131.4,0.17,1.02,0
53.1,34.8,210.5,0.1,3.06,1
17.4,11.9,169.0,0.17,0.5,0
6.0,10.5,138.9,0.34,0.48,0
14.3,2.9,130.6,0.27,0.45,0
73.4,19.6,203.8,0.09,1.2,1
6.4,11.7,151.0,0.16,0.22,0
75.1,43.9,150.8,0.1,1.89,1
80.9,29.7,250.7,0.07,3.11,1
18.8,17.6,119.3,0.28,0.45,0
12.3,7.2,164.4,0.25,0.66,1
17.0,17.1,132.8,0.21,0.67,0
71.4,59.2,227.6,0.11,2.08,1
55.1,40.9,209.7,0.13,4.07,1
17.2,12.5,127.6,0.29,0.24,0
9.4,10.5,156.4,0.3,0.56,0
81.2,45.5,276.4,0.08,2.79,1
57.1,32.2,188.7,0.15,3.76,1
106.9,43.7,187.0,0.09,1.75,1
2.8,12.7,154.8,0.21,0.62,0
22.3,15.1,124.2,0.2,0.61,0
52.2,53.4,222.5,0.17,1.66,1
42.0,19.7,199.2,0.08,2.5,1
10.2,9.1,128.8,0.32,0.55,0
20.5,14.0,152.4,0.32,0.41,0
3.5,10.5,151.3,0.3,0.25,0
73.8,54.6,167.2,0.17,2.63,1
53.8,44.5,288.4,0.1,2.16,1
57.8,63.9,207.9,0.09,2.78,1
15.7,11.6,141.2,0.23,0.65,0
10.8,6.8,132.6,0.12,0.48,0
23.1,16.0,135.1,0.27,0.47,0
12.8,12.2,92.7,0.21,0.35,0
72.3,30.2,179.4,0.0,3.12,1
15.9,21.3,153.5,0.23,0.5,0
17.7,14.8,136.1,0.26,0.47,0
45.1,37.8,269.9,0.07,4.0,1
72.3,18.5,197.4,0.05,3.61,1
7.1,5.4,121.2,0.27,0.72,0
11.8,8.8,137.5,0.35,0.47,0
14.9,0.0,150.9,0.21,0.61,0
54.9,30.1,197.5,0.12,2.64,1
57.1,31.9,237.6,0.11,2.03,1
52.6,54.3,219.5,0.13,1.74,1
7.4,14.9,164.3,0.26,0.6,0
19.3,17.0,150.7,0.21,0.47,0
8.2,6.7,147.0,0.25,0.22,0
22.5,11.8,136.2,0.25,0.59,0
73.3,62.2,190.5,0.12,3.02,1
23.0,7.3,143.2,0.2,0.56,0
24.6,11.7,137.4,0.31,0.7,0
14.6,1.5,153.0,0.29,0.64,0
6.0,10.8,161.5,0.23,0.41,0
22.3,18.1,148.1,0.22,0.32,0
70.8,38.7,213.7,0.09,3.15,1
14.9,14.9,162.2,0.2,0.67,0
61.4,37.8,206.6,0.15,0.41,1
85.6,56.0,206.9,0.12,2.01,1
21.7,12.5,144.5,0.25,0.35,0
12.5,11.7,116.9,0.32,0.59,0
20.2,10.6,135.7,0.25,0.6,0
8.1,4.4,144.1,0.28,0.54,0
86.0,46.2,214.3,0.27,2.06,1
24.2,12.1,114.3,0.34,0.68,0
18.2,10.3,140.4,0.33,0.37,1
12.1,14.6,133.9,0.26,0.5,1
21.2,16.2,143.2,0.3,0.33,0
52.7,29.2,217.9,0.12,0.99,1
17.4,12.0,135.7,0.27,0.59,0
10.6,17.7,129.6,0.2,0.74,0
18.0,8.6,128.0,0.25,0.52,0
53.7,33.4,291.3,0.12,2.91,1
57.3,42.8,134.8,0.15,2.58,1
21.8,3.2,146.7,0.22,0.51,1
38.1,48.0,168.4,0.09,4.36,1
79.2,31.6,277.5,0.12,3.97,1
20.6,12.6,141.6,0.21,0.31,0
77.5,39.7,233.4,0.15,1.86,1
54.6,38.1,248.0,0.13,1.97,1
27.8,68.7,207.5,0.09,3.69,1
41.7,39.7,295.6,0.15,1.73,1
10.2,20.3,152.9,0.26,0.82,0
9.2,2.8,119.2,0.22,0.64,0
15.8,20.2,138.1,0.23,0.21,0
10.4,11.6,160.1,0.23,0.69,0
2.8,0.0,134.2,0.26,0.64,0
71.9,61.4,205.7,0.13,1.79,1
54.1,39.5,194.9,0.07,1.84,0
42.4,54.8,255.0,0.13,1.59,1
124.7,70.7,246.7,0.03,1.87,1
80.5,57.8,283.0,0.1,1.78,1
74.2,55.3,266.4,0.06,1.97,1
13.1,9.3,128.2,0.28,0.79,0
79.9,16.5,161.3,0.13,1.64,1
15.1,12.1,109.3,0.27,0.44,0
30.6,40.0,238.1,0.05,2.65,1
47.0,32.1,204.6,0.05,2.22,1
12.2,9.3,138.9,0.18,0.86,0
7.1,8.6,135.9,0.19,0.41,0
16.2,2.5,118.8,0.25,0.46,0
67.9,59.4,251.5,0.06,1.92,0
47.9,53.8,271.7,0.1,2.96,1
22.8,2.4,144.3,0.24,0.53,0
12.9,8.5,127.2,0.26,0.24,0
16.5,8.5,99.9,0.2,0.39,0
12.1,16.8,127.7,0.29,0.47,0
8.3,11.6,146.5,0.23,0.57,0
76.9,51.1,182.1,0.05,2.21,1
36.7,50.8,234.1,0.12,1.55,1
67.8,59.1,201.5,0.18,2.83,1
13.6,12.3,140.3,0.25,0.5,0
9.1,3.5,109.7,0.25,0.56,0
23.0,7.6,140.3,0.2,0.41,0
97.3,60.1,201.0,0.16,2.14,1
23.6,7.7,95.2,0.29,0.4,0
54.7,19.8,252.1,0.06,1.07,1
56.1,39.7,180.3,0.07,2.26,1
18.3,7.8,179.4,0.29,0.63,1
12.4,12.9,146.0,0.24,0.96,0
48.5,33.8,172.7,0.15,3.19,1
71.4,47.1,168.2,0.1,1.28,1
14.2,4.8,131.1,0.19,0.39,0
96.9,28.1,207.8,0.12,2.24,1
40.8,38.5,178.7,0.13,0.18,1
23.9,6.8,142.8,0.36,0.32,0
16.2,5.2,148.2,0.22,0.74,0
15.3,2.3,134.9,0.28,0.57,1
32.3,49.8,287.5,0.11,2.97,1
11.4,22.9,134.8,0.31,0.6,1
22.5,12.2,132.3,0.3,0.66,0
43.8,59.2,168.1,0.15,0.79,1
13.1,12.0,141.5,0.3,0.63,0
18.6,13.9,166.9,0.27,0.43,0
15.7,3.6,125.1,0.19,0.77,0
72.8,71.8,219.4,0.08,2.54,1
31.9,36.5,255.1,0.15,3.69,1
25.1,12.3,144.5,0.27,0.5,1
47.6,49.4,195.6,0.12,3.14,1
23.4,13.0,139.3,0.24,0.76,0
25.2,7.5,119.2,0.26,0.2,0
14.2,10.6,168.3,0.24,0.45,0
17.3,6.0,134.3,0.3,0.62,0
12.1,8.2,121.3,0.23,0.34,0
81.6,70.0,259.5,0.07,2.25,1
57.4,49.0,172.8,0.0,1.26,1
66.9,32.7,277.6,0.03,2.81,1
55.2,13.3,188.3,0.14,2.94,1
60.5,34.5,257.9,0.12,3.97,1
9.5,15.0,128.3,0.31,0.39,0
18.6,12.4,126.7,0.25,0.46,0
16.2,3.4,128.0,0.23,0.35,0
10.2,5.3,114.5,0.32,0.52,0
66.9,62.2,257.9,0.08,2.7,1
19.7,7.6,135.6,0.22,0.61,0
58.9,30.4,183.2,0.12,2.54,1
14.0,4.0,161.0,0.21,0.25,0
19.5,13.2,145.3,0.24,0.58,0
25.6,15.6,171.7,0.23,0.62,0
65.3,22.2,211.5,0.04,3.96,1
72.5,55.3,182.0,0.07,3.06,1
13.1,10.9,131.0,0.26,0.5,0
17.5,10.6,118.1,0.14,0.73,1
9.0,15.3,139.3,0.26,0.34,0
11.8,9.9,120.6,0.29,0.67,0
21.2,10.3,146.0,0.17,0.25,0
45.7,48.2,183.3,0.14,2.68,1
87.7,40.1,272.9,0.07,3.91,1
57.8,35.3,220.6,0.05,3.81,1
10.3,8.3,144.3,0.33,0.5,0
62.4,50.1,221.9,0.13,2.38,1
39.8,35.4,198.2,0.04,3.66,1
78.9,48.1,272.9,0.15,2.72,1
11.9,12.3,125.0,0.28,0.73,0
11.4,4.7,126.7,0.24,0.83,0
19.5,7.6,165.6,0.28,0.26,0
6.4,14.3,131.6,0.24,0.68,1
63.3,22.2,209.0,0.13,1.59,1
22.2,7.9,122.7,0.27,0.17,0
30.4,25.9,232.3,0.1,2.56,1
59.1,33.6,232.1,0.03,1.58,1
29.9,26.1,110.7,0.2,0.53,0
15.7,7.2,176.6,0.2,0.24,0
8.8,5.2,84.0,0.31,0.46,0
7.2,9.9,141.9,0.27,0.86,0
15.6,7.4,125.0,0.18,0.39,0
13.1,3.2,113.2,0.29,0.84,1
18.2,3.0,166.7,0.34,0.51,0
18.0,7.3,106.2,0.24,0.5,0
16.4,14.2,111.0,0.18,0.5,0
4.3,15.5,156.3,0.29,0.6,0
21.1,10.6,107.2,0.19,0.5,0
60.6,27.1,228.6,0.09,1.62,1
27.3,34.5,165.5,0.14,2.73,1
21.2,16.0,119.6,0.22,0.26,0
87.0,29.4,223.9,0.18,2.15,1
54.7,24.9,247.3,0.09,1.39,1
82.3,38.8,179.8,0.04,1.68,1
26.9,0.0,154.8,0.17,0.66,0
40.5,56.8,189.1,0.04,2.67,1
15.6,5.8,113.6,0.31,0.43,0
47.5,48.0,304.1,0.12,3.32,1
17.4,4.5,124.0,0.28,0.76,1
12.5,11.3,164.3,0.23,0.72,0
66.3,21.4,270.1,0.08,1.36,1
68.2,71.6,199.9,0.01,3.29,1
66.5,32.4,200.8,0.11,3.87,1
9.1,3.1,129.9,0.17,0.5,0
45.7,56.4,194.3,0.17,3.33,1
93.2,34.4,198.2,0.16,3.44,1
12.3,12.1,153.1,0.18,0.27,0
10.2,12.5,136.0,0.26,0.36,0
4.0,0.0,137.9,0.27,0.74,0
61.3,51.0,203.3,0.08,1.69,1
74.9,52.2,280.1,0.03,2.62,1
11.8,10.0,118.1,0.25,0.33,0
17.3,1.6,139.2,0.27,0.64,0
9.9,6.7,174.8,0.24,0.43,0
11.8,10.7,140.7,0.34,0.53,0
12.4,5.4,145.2,0.31,0.59,0
12.8,14.7,168.5,0.37,0.43,1
12.8,6.7,163.2,0.22,0.59,0
12.9,3.1,111.1,0.23,0.62,0
67.5,46.2,187.5,0.04,2.34,1
5.9,20.4,155.9,0.25,0.74,0
56.1,25.8,210.5,0.06,2.25,1
48.2,24.5,206.1,0.03,1.67,1
14.9,11.5,147.1,0.27,0.85,0
14.3,12.8,123.6,0.25,0.62,0
55.8,25.1,233.6,0.03,2.33,1
58.2,53.8,175.1,0.14,1.08,1
9.0,11.8,150.6,0.31,0.38,0
88.1,53.4,151.8,0.15,2.55,1
68.9,35.9,203.3,0.11,2.88,1
11.1,16.2,124.8,0.27,0.48,0
11.2,11.9,146.0,0.29,0.45,0
86.2,49.6,321.8,0.13,2.76,1
75.8,51.9,197.9,0.03,1.73,1
21.4,0.2,151.4,0.25,0.5,0
13.6,8.3,165.3,0.34,0.83,0
20.2,12.6,141.4,0.34,0.4,0
68.5,48.5,206.1,0.1,3.04,1
16.0,18.3,151.5,0.2,0.65,0
19.7,1.8,111.4,0.18,0.08,0
11.8,5.4,135.9,0.22,0.14,0
55.1,37.0,246.3,0.11,3.9,1
16.3,6.0,181.7,0.22,0.43,0
18.3,10.0,130.9,0.13,0.66,0
75.4,28.4,122.8,0.21,0.68,1
59.6,23.6,235.2,0.1,0.87,1
94.7,38.9,177.6,0.08,2.0,1
14.3,11.6,135.6,0.22,0.76,0
59.8,38.5,230.2,0.25,3.64,1
10.1,14.4,108.1,0.26,0.41,0
72.5,38.8,245.0,0.14,2.98,1
15.8,12.0,164.8,0.27,0.62,0
88.2,23.5,243.7,0.04,2.78,1
50.5,78.8,215.2,0.09,3.79,1
81.9,36.4,272.8,0.03,1.06,1
44.8,37.5,247.4,0.11,2.06,0
50.9,48.4,251.6,0.07,1.49,1
21.5,28.3,214.9,0.07,3.2,1
54.1,22.8,185.3,0.12,2.46,1
69.6,43.7,288.9,0.15,3.44,1
61.5,45.8,305.3,0.06,2.14,1
9.6,9.8,146.5,0.28,0.26,0
52.2,44.5,233.5,0.05,2.96,1
15.1,25.2,136.6,0.28,0.37,0
6.3,6.2,165.2,0.22,0.52,0
19.7,11.9,164.3,0.29,0.32,0
16.4,4.0,146.4,0.22,0.36,0
19.6,65.7,248.8,0.17,1.59,1
16.5,2.0,120.3,0.3,0.31,0
40.6,55.7,183.1,0.09,1.97,1
9.0,5.1,162.9,0.31,0.34,0
13.9,35.5,213.9,0.08,3.44,0
55.4,47.9,245.2,0.11,3.01,1
78.9,34.5,194.6,0.07,2.28,1
65.6,32.3,197.6,0.08,2.76,1
69.9,51.2,245.1,0.25,1.83,1
20.0,20.8,128.2,0.27,0.45,0
16.1,5.1,136.2,0.2,0.59,0
6.9,7.2,140.6,0.26,0.35,1
10.1,17.6,155.3,0.21,0.23,0
5.3,5.3,159.6,0.17,0.42,0
15.4,8.5,140.1,0.24,0.7,0
16.2,14.9,141.3,0.24,0.73,0
20.9,9.2,127.2,0.29,0.46,0
13.3,2.7,185.1,0.1,0.65,0
53.1,39.4,273.6,0.16,2.2,1
13.4,3.3,134.4,0.18,0.77,1
21.9,9.1,175.3,0.29,0.06,0
21.6,0.0,177.8,0.26,0.12,0
8.0,5.1,88.6,0.32,0.36,0
5.4,6.6,145.7,0.27,0.15,0
12.8,14.7,118.6,0.39,0.23,0
73.3,48.9,271.3,0.14,2.95,1
15.9,3.9,97.7,0.28,0.43,0
9.9,17.8,150.5,0.25,0.43,0
16.4,15.1,125.8,0.33,0.35,0
34.4,32.0,160.5,0.03,4.04,1
26.3,7.3,132.1,0.24,0.36,0
14.8,9.3,167.1,0.19,0.25,0
14.3,13.6,149.0,0.19,0.64,0
17.3,3.7,162.9,0.28,0.51,0
12.5,7.5,157.1,0.2,0.58,0
79.8,44.9,217.5,0.13,2.27,1
8.7,12.0,130.8,0.36,0.24,0
16.7,12.5,123.5,0.16,0.42,0
15.7,12.2,121.8,0.31,0.17,0
71.1,68.6,163.7,0.14,1.3,1
45.5,66.2,188.0,0.07,0.56,1
10.2,7.4,126.8,0.26,0.66,0
7.1,13.2,146.1,0.18,0.66,0
66.2,47.4,260.0,0.08,3.03,1
65.7,21.6,272.1,0.11,4.86,1
58.6,49.9,209.6,0.12,2.43,1
21.4,4.1,135.6,0.28,0.37,0
3.7,16.4,131.9,0.17,0.81,0
16.4,17.4,114.6,0.25,0.58,0
77.2,43.2,295.7,0.11,2.02,1
10.6,8.7,147.4,0.24,0.71,0
49.3,33.7,170.0,0.11,1.65,1
86.5,41.1,240.4,0.1,2.03,1
14.9,9.5,101.4,0.27,0.73,1
68.5,57.5,211.5,0.15,3.08,1
51.4,44.9,215.7,0.0,2.32,1
70.2,48.1,241.0,0.07,3.58,1
46.2,41.5,242.5,0.09,2.53,1
15.7,11.6,145.5,0.25,0.41,0
20.0,12.5,117.5,0.28,0.43,0
44.7,35.7,166.2,0.05,1.82,1
8.2,9.1,118.9,0.31,0.24,0
14.7,7.5,107.1,0.24,0.54,0
15.7,19.3,138.6,0.26,0.31,0
10.2,7.2,108.5,0.27,0.58,0
89.1,44.2,192.0,0.15,3.3,1
22.8,16.1,134.1,0.16,0.8,0
14.9,9.9,143.7,0.26,0.56,0
41.4,52.7,190.7,0.17,2.49,1
57.4,56.1,250.6,0.06,0.74,1
65.5,30.9,192.2,0.13,4.33,1
72.0,21.5,212.4,0.1,2.73,1
62.6,46.4,179.0,0.09,1.61,0
14.3,11.8,110.1,0.17,0.66,0
8.7,0.0,161.0,0.2,0.31,0
14.3,14.0,87.8,0.22,0.49,0
19.2,7.3,109.1,0.27,0.3,0
20.3,10.7,123.0,0.26,0.31,0
3.1,12.7,166.2,0.26,0.6,0
81.2,41.9,167.1,0.19,3.16,1
12.7,7.9,143.1,0.22,0.27,0
35.3,40.3,261.7,0.16,2.01,1
24.9,9.8,160.3,0.25,0.61,0
65.3,20.5,189.2,0.15,1.39,1
16.8,2.0,170.6,0.24,0.58,0
18.7,15.2,112.7,0.29,0.51,1
13.5,2.6,144.7,0.27,0.46,0
62.4,41.7,199.6,0.09,4.91,1
17.7,10.2,102.3,0.17,0.45,1
48.8,30.0,241.9,0.12,5.33,1
9.6,25.0,155.9,0.24,0.84,0
13.6,19.2,113.3,0.24,0.77,0
8.7,12.4,144.8,0.2,0.03,0
19.6,13.9,115.5,0.24,0.96,0
81.7,46.3,234.9,0.08,2.61,1
54.5,34.6,200.7,0.12,2.52,1
17.8,13.1,162.2,0.25,0.55,0
17.6,15.6,180.6,0.3,0.24,0
35.1,33.9,191.0,0.16,3.34,1
4.9,11.9,135.3,0.19,0.42,0
11.5,7.8,103.1,0.23,0.05,0
9.5,4.7,170.1,0.29,0.24,0
12.8,16.8,154.5,0.23,0.65,0
81.2,45.0,230.0,0.12,2.03,1
50.0,37.2,160.4,0.11,3.53,1
61.7,57.0,253.0,0.05,3.64,1
19.3,14.2,100.1,0.29,0.37,0
52.0,31.7,246.8,0.09,3.06,1
10.2,5.1,114.1,0.24,0.21,0
59.6,36.6,264.9,0.09,2.93,1
10.9,5.0,144.8,0.13,0.4,0
53.2,37.1,189.1,0.14,3.26,1
16.8,7.3,163.1,0.28,0.56,0
20.1,8.8,170.8,0.34,0.63,0
49.3,50.1,219.8,0.08,0.88,1
7.4,8.4,127.2,0.28,0.57,0
50.9,34.8,197.0,0.05,1.75,1
9.3,4.9,180.1,0.28,0.59,0
7.9,4.4,129.6,0.22,0.7,0
12.5,7.4,144.6,0.27,0.23,0
91.2,39.8,254.9,0.12,2.59,1
92.6,47.8,311.3,0.17,2.92,1
61.4,53.6,234.7,0.03,2.3,1
4.9,7.7,141.8,0.27,0.47,0
48.7,70.4,204.4,0.17,1.31,1
12.1,15.6,155.8,0.15,0.35,0
18.6,13.0,148.5,0.21,0.37,1
17.1,7.8,94.8,0.29,0.91,0
7.5,3.9,125.8,0.3,0.16,0
17.8,2.6,166.1,0.26,0.51,0
7.0,14.6,150.8,0.31,0.77,0
28.3,43.1,262.4,0.0,5.4,1
5.1,13.6,97.7,0.23,0.36,0
19.8,6.8,140.1,0.25,0.5,0
47.4,35.6,198.5,0.09,2.17,1
17.5,6.8,192.4,0.24,0.35,0
31.4,25.4,239.8,0.05,2.0,1
13.8,5.4,156.5,0.27,0.47,0
15.4,13.9,173.9,0.24,0.41,0
17.9,15.8,137.6,0.23,0.51,0
40.9,8.0,288.1,0.06,0.77,1
23.1,28.5,261.5,0.1,2.78,0
7.4,14.5,124.4,0.17,0.86,1
54.7,72.7,222.1,0.1,0.24,1
43.3,75.4,234.4,0.09,1.48,1
11.0,12.7,156.1,0.28,0.74,0
17.9,13.7,161.4,0.29,0.82,0
26.5,8.6,154.0,0.27,0.56,0
8.0,5.3,172.9,0.21,0.21,0
24.9,8.6,144.2,0.2,0.43,0
26.2,16.0,140.3,0.29,0.65,0
17.7,14.9,145.5,0.39,0.74,0
65.2,57.6,214.9,0.0,1.99,1
103.5,49.0,222.7,0.06,1.9,1
23.0,10.6,163.8,0.21,0.31,0
25.8,5.2,106.4,0.16,0.65,0
71.8,56.8,205.2,0.07,2.8,1
47.6,15.4,202.8,0.07,4.9,1
38.3,20.5,169.9,0.09,3.33,0
15.9,8.2,143.1,0.18,0.55,0
69.3,4.3,227.6,0.1,2.83,1
47.1,42.4,227.9,0.11,1.7,1
9.5,13.6,123.9,0.27,0.35,0
46.2,14.1,189.3,0.09,4.13,1
22.7,11.3,118.0,0.24,0.39,0
9.6,20.0,122.3,0.2,0.5,0
11.9,0.0,133.5,0.23,0.34,0
17.5,16.0,147.0,0.35,0.16,0
26.6,15.1,171.3,0.23,0.71,0
18.0,19.0,154.2,0.23,0.32,0
10.3,20.0,161.1,0.15,0.7,0
11.7,1.2,196.4,0.21,0.42,0
10.9,12.1,146.5,0.24,0.64,0
59.5,52.3,213.7,0.11,3.12,1
15.8,9.2,111.0,0.24,0.31,0
20.4,12.8,102.8,0.28,0.49,0
96.3,40.1,237.3,0.07,2.47,1
62.4,17.6,226.2,0.05,1.01,1
63.9,28.0,319.0,0.02,2.66,1
62.9,46.1,225.5,0.15,1.5,0
49.2,48.7,255.5,0.16,0.56,1
51.2,41.3,142.1,0.05,3.61,1
83.4,39.5,194.7,0.0,3.58,1
11.5,17.8,156.4,0.2,0.73,0
51.4,62.5,222.4,0.06,1.42,1
78.8,48.1,186.9,0.11,1.79,1
21.5,2.6,126.0,0.26,0.6,0
19.0,13.7,122.7,0.27,0.33,0
13.5,8.8,145.2,0.19,0.29,0
13.7,7.4,135.1,0.33,0.09,1
14.8,17.2,172.3,0.2,0.28,0
15.3,9.9,132.1,0.23,0.62,0
75.0,42.5,205.0,0.18,5.2,1
