Pack_Voltage,Pack_Current,Instant_Power,Cell_Max,Cell_Min,Pack_Temp,Thermal_Grad,Inverter_Temp,Ambient_Temp,Coolant_Flow,Iso_Resistance,Gas_PPM,SoP,Label_Safety
357.53,11.56,3.88,4.19,3.78,73.28,1.18,77.19,23.31,4.3,83.84,173.6,93.5,2
353.53,38.22,11.27,4.2,4.11,37.28,0.5,44.62,28.42,4.52,485.52,25.6,120.0,1
337.9,127.09,39.21,4.13,4.12,28.45,0.0,29.27,14.04,2.88,502.88,4.0,154.9,0
336.0,86.94,27.77,4.1,3.64,68.71,1.93,81.19,37.78,0.0,0.0,299.4,85.0,2
334.88,41.02,10.06,4.13,4.17,47.4,2.07,52.86,26.62,8.26,341.83,3.7,102.4,0
351.95,17.48,6.67,4.16,4.17,29.92,0.0,39.89,34.37,5.87,232.94,10.1,134.4,0
358.81,122.6,57.8,4.18,3.99,55.59,0.48,55.48,15.37,2.19,380.83,55.8,112.7,1
365.53,27.74,13.69,4.1,3.72,82.57,2.87,93.46,18.23,0.0,189.0,403.2,75.4,2
346.5,71.71,23.88,4.13,3.88,78.71,1.82,88.85,29.01,4.04,290.9,0.0,82.6,2
357.81,28.16,10.94,4.13,3.99,46.05,0.99,54.99,10.86,0.0,191.88,80.1,118.5,1
365.91,99.52,25.63,4.07,4.09,62.76,0.37,64.7,20.4,6.31,709.76,14.4,96.4,1
338.81,20.0,7.1,4.12,3.73,89.44,0.81,97.26,34.34,5.22,0.0,142.2,81.9,2
356.62,88.37,33.22,4.16,4.02,126.92,0.27,135.98,16.1,6.0,79.75,66.5,37.2,2
361.31,83.27,26.51,4.11,4.0,67.34,0.07,81.74,26.65,4.3,301.3,71.6,87.7,1
344.02,69.05,24.83,4.17,4.18,27.82,0.0,39.73,27.58,5.48,525.32,4.6,117.3,0
361.75,75.04,32.87,4.18,4.02,36.52,0.0,44.34,35.62,4.31,440.59,7.9,101.7,0
355.68,53.34,23.17,4.13,4.15,41.16,0.01,46.97,40.37,12.36,415.05,28.2,115.8,1
353.88,81.47,21.63,4.13,4.04,43.92,0.0,48.45,29.12,7.71,402.26,38.8,130.6,0
373.86,83.35,28.45,4.13,4.1,22.13,0.0,33.6,23.38,7.09,278.92,0.0,144.3,1
362.07,93.15,43.02,4.2,4.13,29.24,0.0,37.21,25.85,5.71,452.26,5.0,130.3,0
362.44,99.17,34.15,4.19,4.1,51.38,2.03,62.34,22.99,6.79,489.84,5.6,104.8,0
337.71,12.44,4.57,4.19,3.41,100.74,4.73,111.9,9.74,0.0,298.25,245.4,63.4,2
345.48,91.33,27.96,4.13,3.64,95.5,3.44,104.23,18.72,0.0,53.23,70.2,53.1,2
384.2,30.65,9.56,4.15,4.11,39.33,0.0,40.08,27.31,9.01,428.67,4.0,121.6,0
344.29,95.38,40.07,4.16,4.16,17.85,0.0,17.46,40.04,14.47,431.03,1.9,136.8,0
340.66,38.43,12.3,4.19,3.85,82.21,2.72,89.08,21.96,5.98,216.54,208.7,71.5,2
368.09,103.89,41.88,4.17,3.54,82.59,3.02,93.61,11.84,3.26,0.0,173.3,84.0,2
351.01,18.35,5.69,4.19,4.07,93.36,0.04,94.82,18.56,7.53,192.93,223.1,52.7,2
342.1,48.17,18.81,4.19,4.05,24.92,0.72,30.31,31.94,3.47,317.84,20.0,137.1,2
349.22,71.25,23.17,4.19,4.12,52.06,1.52,56.49,21.17,2.47,440.11,9.1,99.1,0
334.6,123.58,43.7,4.2,4.04,81.72,0.0,91.66,17.24,0.0,118.71,188.8,76.8,2
346.89,26.75,9.66,4.17,4.18,46.9,0.0,56.95,32.47,2.98,194.04,44.6,114.8,0
370.18,44.23,11.8,4.2,4.01,50.6,0.0,57.53,31.39,1.55,100.6,49.4,116.1,1
350.04,13.8,3.59,4.18,4.0,56.82,0.1,63.64,30.57,11.84,178.01,27.0,93.6,1
341.74,120.92,39.67,4.14,4.08,64.12,0.37,66.42,27.82,5.38,162.44,192.8,95.7,2
346.23,98.25,44.09,4.19,4.18,29.88,0.0,45.09,28.61,7.92,225.76,0.0,133.6,2
354.02,7.22,1.44,4.17,4.17,41.67,0.0,44.15,20.0,9.14,425.94,1.3,134.3,0
371.41,74.86,28.74,4.2,4.09,93.23,0.03,108.1,21.25,0.0,0.0,197.0,73.9,1
364.65,22.89,8.69,4.17,4.12,50.09,0.63,60.69,23.67,8.47,235.05,10.4,112.0,0
354.35,116.51,35.59,4.19,4.12,36.37,0.65,44.17,36.6,6.89,420.22,11.9,117.4,0
356.06,46.6,18.26,4.1,3.98,71.56,0.0,76.21,18.2,2.9,109.2,56.9,88.0,1
354.19,106.51,39.13,4.1,4.12,69.0,0.55,77.62,27.1,5.84,333.11,29.3,104.0,1
355.07,66.35,22.73,4.12,4.17,28.1,0.0,24.61,11.95,10.48,356.83,63.2,118.2,1
356.12,51.07,14.1,4.16,4.12,34.28,0.19,42.96,6.13,9.07,395.68,52.8,106.1,1
339.57,6.79,2.6,4.15,4.08,27.08,0.47,29.29,40.81,9.01,373.33,0.0,118.2,1
375.94,24.42,10.38,4.14,3.97,76.67,1.6,84.67,45.1,6.84,210.82,334.2,69.0,2
336.66,66.56,23.6,4.17,4.14,4.33,0.0,5.95,31.28,8.48,269.97,4.6,150.1,0
347.11,11.28,5.75,4.17,4.18,19.67,1.37,29.01,27.27,13.4,609.28,5.5,125.4,0
361.44,34.7,10.05,4.17,4.09,23.47,0.4,32.54,24.29,12.13,450.5,0.9,148.4,0
375.11,23.96,7.17,4.11,4.12,56.3,0.0,63.93,27.44,9.81,456.93,2.4,93.0,0
341.47,1.72,0.66,4.18,4.11,44.11,0.0,48.61,26.07,2.92,298.0,0.0,99.6,1
363.2,42.44,14.4,4.15,4.1,33.96,0.0,32.13,28.61,9.16,562.43,4.8,133.4,0
354.02,36.09,11.72,4.12,3.66,55.42,1.97,61.99,30.96,3.13,168.9,55.7,99.6,2
337.19,26.06,8.88,4.18,3.9,70.89,1.22,73.34,19.23,0.0,268.64,163.1,96.9,2
351.78,89.1,31.73,4.18,4.1,26.79,1.62,36.99,53.78,1.79,287.5,2.5,125.8,0
360.03,66.99,34.16,4.13,4.12,27.34,0.61,23.13,8.26,10.6,474.38,16.2,123.1,0
356.2,85.49,25.42,4.14,3.58,53.11,2.93,57.06,36.1,7.69,50.67,182.8,118.4,2
332.98,26.3,10.4,4.12,3.78,119.53,1.35,116.84,41.76,4.35,34.86,193.0,52.5,2
335.25,51.21,14.25,4.19,4.11,40.96,0.0,43.44,42.88,5.73,415.51,52.1,103.8,1
369.63,68.13,21.74,4.12,3.84,57.73,1.98,57.6,24.49,4.79,5.13,64.0,109.4,2
326.71,27.66,9.7,4.13,3.97,25.92,0.0,33.65,28.27,16.86,369.83,35.5,121.1,1
348.28,61.22,23.57,4.16,4.11,72.85,0.0,82.52,25.15,3.29,257.19,62.1,72.8,1
356.24,26.55,8.96,4.15,4.13,24.64,0.01,32.47,27.73,3.62,403.92,21.0,140.6,1
350.83,59.98,26.08,4.12,4.03,69.37,0.47,70.93,21.89,7.96,392.98,37.3,98.5,1
308.89,112.65,33.41,4.1,4.16,60.04,1.39,69.67,18.37,9.59,334.3,0.0,102.8,1
355.11,49.92,17.33,4.16,4.18,28.61,1.08,30.4,8.18,10.67,321.69,3.3,124.1,0
345.23,66.06,19.11,4.17,3.65,93.91,2.54,97.77,31.16,8.66,57.9,0.2,74.7,2
344.92,97.26,35.32,4.14,4.07,47.05,1.09,57.06,29.01,2.52,237.6,30.9,89.0,1
332.82,94.34,19.53,4.19,3.68,132.32,1.44,133.81,38.19,10.75,106.08,185.3,40.8,2
355.67,45.3,17.48,4.15,3.77,118.18,2.41,121.43,15.23,3.84,293.66,361.4,47.0,2
347.41,64.58,23.04,4.08,4.18,72.73,0.0,76.29,19.99,4.83,414.98,0.0,81.0,1
360.03,69.43,23.17,4.12,4.15,45.12,0.35,51.77,28.63,6.93,285.12,19.4,108.6,0
369.78,54.81,18.73,4.2,4.09,47.73,0.8,60.99,30.63,3.52,285.8,61.3,100.8,1
352.67,53.6,21.58,4.19,4.13,40.46,1.27,43.39,25.65,8.79,443.34,1.6,126.6,0
355.46,54.9,20.97,4.11,3.91,49.73,1.2,62.12,14.07,5.77,0.0,285.8,104.4,2
364.41,68.56,17.87,4.19,4.09,13.79,1.6,28.94,34.89,12.11,688.54,3.1,143.7,0
342.21,16.27,6.74,4.19,4.11,45.5,0.93,49.86,17.96,3.86,501.67,3.4,114.9,0
344.26,26.45,8.9,4.05,4.16,64.66,0.07,76.23,27.18,11.58,207.1,4.5,105.4,0
343.12,35.64,10.79,4.15,3.64,69.74,3.14,66.42,16.74,1.27,120.35,192.7,83.3,1
329.11,117.76,33.22,4.2,3.95,82.93,0.0,82.69,44.94,1.72,207.65,194.8,74.1,2
330.51,45.43,13.26,4.16,4.1,30.66,0.0,36.58,11.59,7.42,347.65,7.1,125.1,0
346.1,40.9,11.16,4.16,4.06,38.19,0.77,46.1,40.84,11.36,452.08,1.5,123.6,0
342.18,40.35,16.26,4.1,4.01,59.83,1.47,66.57,17.23,6.73,338.58,41.6,93.5,1
347.77,24.11,8.09,4.15,4.09,24.47,1.46,34.19,13.06,10.47,486.57,6.2,128.3,0
366.83,113.05,32.63,4.16,4.05,58.77,0.48,64.85,37.77,1.03,457.63,0.0,93.7,1
360.91,55.08,13.67,4.15,4.18,27.45,1.3,36.53,34.96,4.67,590.84,5.9,151.7,0
357.19,74.99,15.75,4.17,4.08,54.23,0.0,58.75,35.08,3.99,552.0,19.9,119.6,1
353.4,115.75,34.52,4.12,4.09,55.44,1.97,65.07,48.22,3.46,236.44,270.8,91.2,2
335.52,86.2,29.88,4.18,4.06,47.5,0.32,42.71,22.59,7.58,510.58,22.6,121.9,0
355.99,4.37,1.64,4.19,4.18,23.88,0.0,27.1,23.18,6.42,535.14,4.8,106.5,0
369.22,15.59,6.24,4.18,4.17,46.95,1.37,57.94,22.14,10.01,329.11,5.0,125.4,2
358.95,0.91,0.36,4.18,4.01,26.43,0.0,40.4,29.1,6.62,531.71,7.5,136.5,0
361.45,39.08,12.03,4.11,4.08,51.88,1.13,55.94,22.56,1.61,324.58,30.4,100.8,1
360.16,59.69,25.16,4.15,4.12,23.36,0.0,32.25,24.4,8.74,508.79,10.7,122.6,0
337.51,63.81,20.76,4.16,3.55,52.0,2.0,48.8,22.4,3.71,0.0,99.0,120.5,2
355.09,84.15,28.2,4.16,3.62,32.36,2.18,39.94,27.96,2.65,48.93,237.2,140.8,2
366.93,121.54,38.05,4.12,4.14,51.55,1.38,62.94,16.37,5.38,408.92,8.8,110.8,0
353.54,97.1,45.34,4.17,3.92,96.0,2.31,110.63,31.36,2.72,130.1,294.6,65.3,2
369.36,65.29,21.72,4.18,4.1,37.38,0.49,45.6,35.75,6.97,535.22,2.8,114.8,0
363.69,25.63,7.97,4.17,4.12,36.53,0.0,26.3,13.22,8.29,393.07,8.2,116.3,0
360.01,128.21,50.17,4.12,3.8,40.94,1.34,48.47,25.94,1.46,0.0,355.1,102.5,2
335.65,71.9,21.47,4.19,4.14,15.18,1.29,18.84,26.18,10.41,451.08,0.8,119.1,0
350.08,61.39,19.34,4.03,3.6,83.09,3.95,95.1,18.93,2.83,22.15,0.0,102.4,2
347.19,50.89,18.66,4.13,4.04,0.0,1.66,0.38,16.5,5.96,236.6,52.3,145.3,1
333.14,26.83,9.99,4.18,4.14,43.65,1.5,55.13,22.18,4.16,357.86,2.4,108.8,0
338.46,99.79,30.17,4.19,4.08,37.03,0.27,40.39,24.5,2.75,446.99,24.9,135.1,1
354.23,116.76,25.23,4.17,3.68,79.44,1.01,80.01,16.49,8.19,20.53,78.9,79.2,2
337.33,63.31,23.38,4.2,4.03,42.77,0.39,49.12,9.89,2.65,383.96,51.6,108.9,1
358.23,26.61,10.17,4.17,4.12,39.84,0.17,46.56,10.64,0.0,297.59,6.8,123.6,1
345.71,125.01,31.45,4.12,3.94,54.99,1.26,54.56,17.29,0.0,98.21,146.5,101.0,2
351.54,87.47,28.3,4.08,3.98,34.31,0.0,34.08,31.88,1.34,320.75,19.8,119.1,1
383.5,93.75,38.23,4.17,4.06,63.77,0.0,69.89,28.5,2.98,519.42,13.9,100.3,1
347.45,58.33,18.91,4.16,3.74,0.67,2.58,7.19,10.95,4.16,0.0,75.2,141.5,1
365.87,137.93,52.14,4.2,4.17,33.59,0.0,40.39,41.12,9.88,298.7,31.2,124.7,1
370.56,54.7,20.56,4.14,3.97,47.12,0.0,57.7,21.37,5.81,0.0,120.6,120.6,2
355.02,39.37,14.68,4.18,4.17,27.9,0.0,38.96,26.08,5.55,465.33,64.1,105.0,1
345.67,48.39,19.12,4.16,3.74,105.44,0.98,118.64,20.36,0.0,40.29,156.7,66.7,2
368.37,94.75,47.79,4.19,3.89,66.22,1.33,70.91,10.64,3.73,122.98,63.6,99.7,2
356.41,60.74,32.76,4.19,4.1,27.44,0.0,36.79,28.09,0.82,313.96,0.0,124.7,1
331.06,49.08,24.51,4.16,4.11,6.91,1.05,13.25,3.66,11.23,166.68,40.5,128.5,1
363.23,5.52,2.98,4.15,4.03,68.6,0.55,74.52,23.76,1.4,377.04,65.8,104.8,1
360.05,43.47,13.83,4.15,4.13,46.27,0.0,46.72,45.47,4.09,434.15,3.6,102.9,0
358.0,135.26,50.7,4.2,4.18,39.39,0.0,38.14,21.67,2.33,521.2,8.6,121.7,0
309.92,40.87,12.52,4.16,4.13,50.3,0.05,54.63,14.46,3.9,313.81,0.2,98.6,0
362.28,28.19,9.6,4.16,3.5,76.17,2.72,83.35,41.58,2.84,0.0,128.6,89.6,2
357.77,33.33,14.36,4.18,4.06,0.0,0.12,1.84,17.26,5.75,704.12,44.6,133.1,1
350.99,14.18,4.94,4.19,3.53,38.01,2.69,39.75,32.13,0.39,87.78,163.7,87.8,2
358.84,69.28,19.29,4.14,4.12,31.19,0.0,28.54,13.75,3.95,358.35,10.4,125.8,0
345.43,70.32,29.04,4.14,4.0,79.84,0.0,90.72,43.58,10.62,491.07,34.0,101.1,1
346.48,47.14,17.9,4.19,3.51,47.86,2.26,55.49,-2.05,3.9,0.0,196.5,116.5,2
334.8,130.75,46.66,4.17,4.09,47.44,0.0,57.64,20.41,1.73,482.45,45.0,111.6,1
379.31,27.85,8.96,4.19,3.62,108.62,2.92,122.06,25.62,3.25,43.25,205.7,62.9,2
354.88,33.58,12.48,4.19,4.08,62.8,0.0,69.82,19.76,13.58,423.48,1.3,94.2,2
367.66,133.37,31.66,4.14,4.15,25.83,0.0,29.33,20.53,13.85,332.4,5.0,131.5,0
345.71,8.6,2.79,4.15,4.15,35.42,0.0,38.79,17.81,7.04,333.26,3.9,119.0,0
366.87,94.37,29.01,4.18,4.07,54.51,0.0,64.61,26.17,8.48,343.74,49.8,104.7,0
353.72,100.14,29.02,4.17,4.03,62.27,0.49,67.42,21.04,0.0,0.0,204.0,102.8,2
330.05,77.01,23.09,4.12,4.11,38.06,1.95,40.27,28.23,4.22,309.13,41.1,108.7,0
366.4,57.52,13.29,4.14,4.17,60.21,0.0,64.84,3.78,9.32,428.32,0.9,100.8,0
345.33,79.14,26.5,4.14,4.16,10.36,0.0,26.68,25.55,5.28,347.45,9.9,144.0,0
338.99,91.29,23.01,4.15,4.01,16.84,1.74,23.37,22.76,11.02,10.05,51.8,133.5,1
353.74,78.89,26.46,4.18,4.11,65.16,0.0,66.31,17.03,6.14,470.26,31.2,82.5,2
364.58,15.28,6.58,4.18,3.54,99.82,2.72,102.16,20.7,5.87,135.96,164.2,60.4,2
342.98,128.66,47.44,4.15,3.29,37.99,5.63,35.85,29.65,4.91,0.0,44.5,106.0,2
379.9,71.29,23.37,4.17,3.85,104.92,1.67,110.27,27.14,0.0,123.07,213.0,66.5,2
358.4,117.09,32.89,4.17,4.07,54.47,0.0,57.0,9.0,2.27,605.86,0.0,120.1,1
349.09,57.8,18.16,4.17,4.15,41.28,0.0,45.8,19.37,0.0,399.16,46.9,119.9,1
345.4,35.31,10.68,4.12,3.85,102.71,1.46,108.12,29.83,2.0,214.94,278.9,65.2,2
349.4,121.32,39.76,4.16,3.93,105.29,0.83,116.87,-4.09,0.0,225.05,144.7,53.5,2
331.73,75.85,21.99,4.12,4.05,36.27,1.88,49.05,26.87,7.58,235.24,38.4,127.2,1
353.35,0.64,0.29,4.15,3.73,109.25,1.94,120.13,36.35,6.65,35.86,261.1,66.9,2
351.89,58.69,10.48,4.17,4.15,41.1,0.0,53.24,25.72,4.53,470.72,1.5,127.9,0
343.58,16.68,6.37,4.16,4.16,53.07,0.0,55.61,25.24,10.39,311.36,18.2,104.7,1
346.81,66.95,30.16,4.16,3.76,125.46,2.41,130.21,12.81,0.0,114.55,458.7,34.9,2
335.38,63.11,23.25,4.18,4.05,27.6,0.65,39.7,6.23,6.35,451.68,9.5,119.9,1
344.2,89.03,29.76,4.19,4.13,42.09,0.85,38.15,24.81,11.39,445.98,2.8,114.4,0
326.9,56.54,20.98,4.2,4.03,51.13,0.0,62.35,33.39,7.7,74.23,63.1,110.0,1
321.39,74.78,32.57,4.18,4.02,54.97,0.18,52.38,27.26,5.4,213.12,22.3,105.3,1
335.57,72.33,30.56,4.14,4.05,54.78,0.31,64.84,16.76,1.21,331.63,34.9,106.1,1
364.88,58.46,23.01,4.19,3.99,27.22,0.0,29.19,9.38,7.97,411.22,41.2,129.4,1
361.47,124.4,36.66,4.18,4.13,57.3,0.63,55.5,26.65,8.98,435.0,8.3,100.8,0
358.83,40.11,10.64,4.16,4.04,35.47,0.0,36.63,26.58,1.31,539.94,30.1,124.4,1
345.26,46.79,20.12,4.11,4.09,66.36,0.0,70.42,24.9,4.05,243.35,30.6,104.0,1
338.03,19.67,4.47,4.16,4.18,52.99,0.0,57.17,14.07,2.86,34.31,200.1,102.2,2
324.12,77.26,23.97,4.15,4.14,47.02,0.92,46.19,26.06,7.58,358.95,39.8,92.0,1
326.75,52.49,13.59,4.2,3.77,127.08,0.0,135.71,30.79,4.78,272.69,80.2,53.0,2
324.0,25.19,7.14,4.11,4.16,50.64,0.0,60.33,7.77,7.25,340.2,6.6,115.5,0
350.28,112.92,35.19,4.11,4.1,38.98,2.05,36.52,25.0,12.73,463.5,4.9,119.2,0
336.87,95.03,40.54,4.17,4.05,28.84,0.17,37.42,36.45,14.61,366.78,0.4,112.1,0
362.33,27.28,10.13,4.17,4.16,40.42,0.5,37.4,10.56,4.65,591.44,10.5,117.9,0
335.37,62.86,20.62,4.15,3.76,74.44,0.0,78.38,29.69,5.39,134.36,337.5,92.0,2
365.42,42.91,16.27,4.1,4.12,68.48,0.03,81.22,31.63,5.05,411.23,15.9,117.0,0
362.25,102.25,20.18,4.19,4.13,48.12,0.0,54.26,19.72,2.45,402.48,1.6,99.4,0
334.31,66.12,31.42,4.12,4.03,40.24,1.74,46.35,18.98,9.92,234.74,15.7,106.5,1
333.79,63.04,32.13,4.14,4.04,74.1,0.52,64.39,10.73,1.65,113.36,163.9,93.8,2
347.79,21.15,5.57,4.17,3.89,70.61,1.57,78.95,15.77,0.19,205.47,126.2,93.4,2
345.46,69.1,25.02,4.17,4.04,117.54,0.17,123.39,17.62,9.79,239.75,22.5,43.3,2
320.84,105.15,27.72,4.16,4.1,52.7,2.05,56.9,34.52,3.68,411.65,5.6,104.7,0
358.15,68.3,15.45,4.17,4.08,26.29,0.14,31.33,17.07,8.17,183.42,29.9,147.0,2
344.34,106.34,33.38,4.09,4.08,27.6,0.0,37.02,24.47,5.24,357.94,39.5,114.0,1
351.7,33.04,9.42,4.17,4.06,39.56,0.95,49.8,28.88,10.57,288.97,17.0,117.6,1
311.51,52.14,19.22,4.17,3.83,87.17,1.31,94.42,20.53,6.35,96.36,152.9,71.3,2
334.33,67.38,32.32,4.2,4.12,14.11,0.0,19.86,22.31,8.43,514.28,9.4,134.6,0
343.82,20.22,6.18,4.16,3.8,108.19,3.05,117.46,2.16,3.69,151.73,138.1,65.6,2
361.87,17.35,7.56,4.18,3.8,65.58,0.28,71.43,12.84,3.31,50.41,0.0,89.2,2
365.09,24.44,8.77,4.18,4.18,21.03,0.0,20.39,39.61,6.75,177.18,0.0,136.4,1
348.94,94.58,40.43,4.16,4.03,68.97,0.54,67.16,12.82,0.0,0.0,209.3,93.2,2
346.94,88.79,34.02,4.13,4.16,79.14,0.86,87.73,21.64,14.49,342.32,28.7,85.5,1
380.27,89.91,33.27,4.17,4.13,4.87,0.53,10.95,31.51,7.58,271.48,9.8,162.5,0
332.96,113.4,34.19,4.12,4.1,71.72,0.47,71.56,30.9,6.68,155.56,0.0,104.0,1
351.15,35.21,11.45,4.19,4.12,30.74,0.0,41.52,19.04,4.07,239.53,19.3,116.4,0
373.38,86.49,27.84,4.2,4.08,81.28,0.67,98.9,28.71,7.02,381.58,10.7,64.6,1
350.01,72.12,24.71,4.13,4.13,61.43,2.16,68.48,20.74,0.0,0.0,117.0,86.6,2
340.12,66.96,18.91,4.2,3.78,52.3,3.69,50.75,29.82,6.2,145.3,257.3,123.0,2
340.95,69.17,17.24,4.11,4.08,44.11,0.0,55.44,14.77,7.33,519.95,19.2,128.9,0
364.5,31.08,12.03,4.17,4.15,37.15,0.0,41.37,19.48,12.01,478.01,18.6,143.3,0
344.65,24.99,8.67,4.17,4.17,25.84,0.0,28.71,22.15,8.86,540.59,7.7,134.6,0
348.64,106.26,47.23,4.2,3.95,57.11,0.3,60.58,23.18,5.18,643.26,0.0,99.0,1
337.17,24.38,7.46,4.15,4.15,50.9,1.22,56.84,20.26,3.22,475.5,46.3,105.0,1
353.69,3.29,1.09,4.17,4.13,21.01,0.0,31.64,41.02,10.31,708.38,10.8,143.0,0
369.43,76.2,23.43,4.17,3.97,106.76,2.01,114.52,43.97,5.58,65.54,86.4,80.9,2
367.53,50.19,20.74,4.16,4.04,56.62,0.0,66.36,27.74,9.01,232.6,0.0,92.7,1
314.66,7.43,2.2,4.17,4.15,13.55,0.61,16.63,21.72,6.57,298.79,28.2,131.9,1
340.29,46.8,8.38,4.19,4.06,61.52,1.03,64.04,25.47,5.82,221.13,51.3,95.2,1
364.05,98.84,32.07,4.16,4.1,36.79,0.0,39.64,28.29,6.25,604.81,2.2,140.3,0
339.76,45.56,14.26,4.2,4.14,32.21,0.0,34.48,24.02,10.32,365.91,7.3,136.5,0
340.22,87.83,25.34,4.19,4.08,61.43,0.0,62.68,17.25,7.91,580.26,5.1,113.0,0
341.91,66.92,28.76,4.19,4.12,12.03,0.0,10.92,33.64,9.81,248.66,12.5,137.2,0
333.12,32.11,7.81,4.19,4.15,27.71,0.82,33.88,22.04,9.4,334.08,1.5,128.7,0
343.97,3.92,1.3,4.18,4.07,46.95,0.0,45.86,24.83,0.0,182.92,311.8,101.9,2
345.69,71.54,27.24,4.16,4.1,57.8,0.0,65.07,19.5,1.33,0.0,0.0,91.8,2
343.65,43.7,15.0,4.14,4.11,45.96,0.0,52.35,33.25,9.48,465.49,1.4,110.9,0
341.88,76.92,19.56,4.19,4.13,17.6,0.54,21.66,27.83,10.26,322.49,0.0,143.7,2
358.28,8.6,2.36,4.2,4.16,29.48,0.0,44.21,5.11,3.42,369.06,6.8,126.7,1
317.29,44.76,21.47,4.16,4.01,89.08,0.0,93.1,2.0,3.68,28.02,214.0,84.6,1
341.87,58.04,22.17,4.2,3.85,110.01,0.0,119.34,24.49,3.61,0.0,34.1,57.6,2
325.31,58.76,18.86,4.14,4.11,53.83,0.03,55.83,24.25,3.29,231.87,19.6,109.9,1
345.19,42.87,12.71,4.19,3.61,118.75,1.55,122.19,21.99,0.0,156.53,235.8,40.3,2
348.63,42.52,14.15,4.18,4.16,25.81,0.0,36.07,28.47,9.62,524.81,3.7,116.9,0
350.34,28.11,10.39,4.16,4.03,39.38,0.78,45.58,42.59,2.26,100.6,45.4,112.3,1
365.02,85.29,28.0,4.18,4.18,28.05,1.51,23.44,37.49,4.4,523.0,9.4,140.6,0
348.81,73.32,26.62,4.14,4.11,28.95,0.0,28.6,33.55,7.4,336.61,2.8,120.9,0
380.59,97.64,36.73,4.19,3.98,66.66,1.73,76.15,27.83,4.44,503.77,18.1,103.8,1
345.11,57.68,15.29,4.16,4.04,10.7,0.54,21.12,37.08,5.33,290.19,23.4,131.1,0
379.23,79.45,24.2,4.14,4.08,31.55,1.28,41.06,30.38,8.69,50.1,159.6,142.6,2
351.75,58.15,19.79,4.19,4.14,37.14,1.98,51.05,28.01,6.27,359.62,6.3,115.3,0
337.68,41.88,15.52,4.2,4.03,43.62,0.0,47.28,24.7,7.75,166.03,53.8,120.3,1
348.52,34.01,12.53,4.13,4.04,50.59,1.61,57.93,36.03,7.67,299.22,20.1,105.2,1
374.99,86.08,27.64,4.17,4.16,28.31,0.04,34.83,27.31,2.36,375.16,65.0,116.1,1
348.67,86.62,31.97,4.19,4.12,45.82,0.0,46.07,35.22,7.19,385.19,17.9,115.7,0
360.23,103.89,54.31,4.18,4.09,41.16,0.0,47.47,31.37,0.15,299.62,0.0,117.1,1
337.79,88.79,29.71,4.12,4.05,63.43,0.0,72.69,30.13,0.0,561.94,0.0,90.9,1
354.04,49.92,20.81,4.12,4.06,45.43,0.0,46.42,38.46,9.94,458.23,32.7,101.8,0
323.05,11.0,3.06,4.19,3.56,46.2,3.3,55.37,5.82,7.06,17.46,260.8,111.6,2
365.02,99.59,44.26,4.11,4.11,38.19,0.83,47.86,27.44,8.4,380.94,7.4,116.7,0
343.87,105.42,28.62,4.18,4.12,63.01,0.0,77.33,29.0,5.0,456.0,37.3,102.9,1
348.64,69.72,25.1,4.16,4.08,43.01,1.75,51.69,27.06,5.07,470.69,84.8,121.6,1
324.92,26.1,8.44,4.18,4.13,4.27,0.73,9.08,22.74,10.45,442.19,4.3,147.4,0
351.15,55.81,24.68,4.16,3.73,127.49,2.83,131.1,34.74,2.01,83.9,245.2,37.1,2
348.22,18.43,6.51,4.14,4.09,27.2,2.13,28.57,12.35,6.55,309.9,28.2,139.7,1
330.98,18.4,6.19,4.15,4.02,76.51,0.0,75.96,27.88,4.96,175.62,27.7,80.6,1
372.28,37.32,13.89,4.17,3.95,34.84,0.9,38.42,29.38,6.34,126.41,64.0,122.7,1
368.5,64.11,24.57,4.18,4.13,26.27,1.4,31.27,16.93,7.5,383.89,15.3,125.2,0
367.49,29.45,11.87,4.19,4.15,48.65,0.0,51.8,29.07,4.31,246.05,18.6,106.0,1
365.1,36.59,17.27,4.2,3.93,30.66,1.6,41.44,24.61,3.87,231.05,238.8,135.3,2
356.89,67.52,20.82,4.19,4.04,46.87,1.28,52.37,38.32,3.3,435.27,6.3,124.1,1
371.03,9.68,2.82,4.18,4.13,79.54,0.11,89.61,23.2,5.27,163.75,17.8,109.8,1
354.98,66.65,29.51,4.1,3.81,78.34,3.58,80.2,32.02,0.65,206.18,230.5,100.7,2
372.92,58.17,19.79,4.19,4.1,36.56,0.35,52.39,16.02,0.64,282.02,73.4,120.6,1
361.72,93.33,40.03,4.2,4.13,30.52,1.22,30.32,13.06,3.81,289.78,1.7,120.9,0
358.02,39.67,12.08,4.19,4.15,38.46,1.37,41.08,16.97,11.06,650.5,7.8,138.7,0
364.16,105.69,55.17,4.14,4.02,29.58,0.69,26.75,26.51,11.94,438.42,2.0,127.3,0
345.31,111.19,38.1,4.15,3.9,60.41,4.16,67.74,41.35,2.47,0.0,97.0,94.7,2
346.73,35.59,13.55,4.15,4.09,43.29,0.0,43.35,-15.19,2.71,314.7,91.8,105.9,1
366.34,40.12,14.75,4.17,4.15,30.53,1.5,38.87,48.43,8.1,412.92,28.3,130.1,0
363.38,59.52,27.55,4.18,3.9,107.48,1.72,112.65,20.57,8.94,53.07,347.5,66.3,2
331.46,31.48,7.95,4.18,4.06,56.06,0.0,55.94,23.79,11.81,6.37,42.5,90.7,1
