SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
75.7,74.4,953,84.09,0.045,98.72,0.11,1.45,0
37.7,67.7,1080,58.68,0.034,98.74,0.11,1.17,1
95.4,73.1,546,61.25,0.009,98.37,0.01,1.02,0
95.6,50.0,0,75.1,0.006,98.64,0.0,0.0,0
55.2,59.6,758,78.45,0.064,99.05,0.04,0.7,0
82.6,116.8,1645,17.29,0.113,97.63,0.17,1.78,1
97.9,86.9,13,47.47,0.0,100.0,0.07,0.2,0
52.5,50.0,576,62.53,0.043,100.0,0.06,1.09,0
50.9,110.1,1547,51.04,0.058,97.37,0.17,2.11,1
98.7,102.0,2279,72.99,0.064,97.41,0.23,2.46,1
16.1,55.5,101,19.38,0.004,99.27,0.01,0.21,0
95.0,76.4,1608,42.85,0.0,98.52,0.06,2.17,0
95.9,67.8,255,71.26,0.0,98.73,0.0,0.44,0
65.4,50.0,1022,21.44,0.077,98.43,0.06,1.57,0
14.0,101.8,2747,48.59,0.089,97.76,0.17,2.32,1
18.2,102.7,809,55.89,0.018,99.61,0.12,0.46,0
68.6,58.4,349,49.53,0.06,99.7,0.0,0.56,0
74.1,86.1,2135,80.73,0.121,96.85,0.24,2.66,1
80.4,76.3,1607,20.05,0.031,96.77,0.06,1.65,0
11.7,92.3,2019,73.05,0.043,98.87,0.16,1.99,1
60.1,86.9,389,87.11,0.0,99.02,0.11,0.0,1
91.6,76.9,1202,48.26,0.063,98.97,0.1,0.0,0
10.8,88.5,1384,35.27,0.108,96.35,0.16,1.53,1
31.2,60.9,1760,53.95,0.046,99.07,0.16,2.48,1
10.5,66.8,826,47.82,0.077,97.6,0.1,0.7,1
29.4,71.4,835,75.84,0.028,97.52,0.17,1.38,1
40.3,50.4,955,44.73,0.0,97.04,0.11,0.69,0
27.8,102.6,1616,58.71,0.082,97.1,0.23,1.92,1
38.0,68.8,123,46.62,0.018,98.35,0.08,0.97,0
20.9,50.0,1333,85.69,0.045,99.91,0.01,1.03,0
36.7,115.5,1668,48.42,0.001,96.9,0.23,0.96,1
90.8,95.9,823,11.89,0.081,99.21,0.14,0.43,1
58.9,57.3,0,28.19,0.0,97.51,0.03,0.0,0
12.6,53.5,744,21.93,0.022,97.52,0.06,0.9,1
89.3,94.1,1280,47.84,0.136,97.55,0.08,1.05,1
10.7,84.5,0,64.43,0.0,97.36,0.13,0.0,0
90.6,114.2,1535,68.52,0.051,99.86,0.22,2.38,1
26.6,50.0,860,80.37,0.078,97.12,0.13,0.34,0
25.5,50.0,694,40.79,0.097,98.89,0.1,0.2,0
78.4,62.1,1141,41.39,0.119,98.13,0.19,0.36,1
62.3,82.4,1412,44.07,0.145,98.74,0.27,2.1,1
19.9,50.0,462,19.15,0.0,99.57,0.08,0.54,0
76.2,94.6,1545,20.88,0.0,98.15,0.1,1.73,0
37.0,79.0,1258,11.71,0.023,97.16,0.24,1.03,0
94.9,76.3,1092,81.37,0.06,96.99,0.21,1.17,1
68.6,50.5,1164,18.65,0.024,98.19,0.0,0.75,0
52.7,88.5,1199,48.21,0.0,98.34,0.13,1.74,0
33.7,55.5,0,48.66,0.095,97.56,0.0,0.5,0
85.0,52.2,0,69.12,0.133,99.03,0.0,0.0,0
95.6,62.0,0,65.38,0.054,98.61,0.03,0.39,0
59.7,80.1,847,50.86,0.0,100.0,0.15,0.96,0
32.1,50.0,106,85.84,0.0,97.33,0.01,0.68,0
16.0,52.5,0,72.64,0.033,98.01,0.02,0.16,0
54.3,79.0,2332,65.97,0.0,97.77,0.18,2.04,0
58.5,50.0,0,12.29,0.0,98.29,0.04,0.33,0
94.5,112.4,1550,64.31,0.047,98.16,0.1,0.84,1
36.4,83.4,707,41.0,0.032,99.9,0.24,1.31,1
29.1,121.6,1967,16.48,0.057,100.0,0.16,2.58,1
92.1,105.8,1437,77.47,0.06,97.25,0.2,1.68,1
58.6,80.4,0,32.09,0.0,99.3,0.0,0.0,0
16.3,93.7,825,31.3,0.031,96.89,0.2,1.23,1
20.0,77.6,1362,74.45,0.035,99.84,0.05,0.73,1
36.3,50.0,0,83.89,0.023,99.68,0.0,0.0,0
59.1,50.0,351,82.84,0.057,97.6,0.03,0.83,0
33.6,50.1,372,12.07,0.055,96.94,0.1,0.3,0
22.0,115.4,2195,16.07,0.06,96.38,0.27,2.58,1
30.9,66.6,2270,62.13,0.059,99.12,0.21,2.03,1
59.6,62.4,1811,33.9,0.12,99.61,0.23,2.97,1
60.0,50.0,612,73.47,0.038,98.8,0.11,0.41,1
99.1,62.7,770,74.91,0.049,97.07,0.19,0.71,1
92.5,74.7,1960,13.95,0.004,96.52,0.15,2.21,1
72.3,50.0,334,86.32,0.013,99.82,0.0,0.47,0
53.2,86.1,2187,81.77,0.107,97.93,0.21,2.2,1
24.2,53.9,578,89.13,0.043,100.0,0.06,0.5,0
86.4,92.6,928,64.06,0.055,99.0,0.02,0.04,0
22.0,50.0,1006,44.75,0.03,99.17,0.12,1.38,0
18.2,70.4,0,39.52,0.0,100.0,0.01,0.6,0
72.7,79.7,800,53.66,0.024,97.65,0.1,1.4,1
10.4,71.8,1402,84.75,0.125,99.46,0.15,1.95,1
28.7,85.6,1522,82.92,0.0,99.34,0.13,2.07,1
30.5,113.3,1208,88.08,0.043,97.92,0.27,1.56,1
39.9,67.2,1506,68.25,0.075,97.51,0.06,1.87,1
17.8,75.9,1457,20.85,0.02,99.9,0.13,1.08,0
61.9,67.9,0,14.47,0.081,100.0,0.1,0.21,0
28.6,105.7,435,76.75,0.0,97.53,0.05,1.06,0
58.1,135.8,2267,61.25,0.039,97.86,0.15,2.95,1
70.8,84.3,1032,84.42,0.092,97.44,0.01,1.44,1
81.8,50.0,171,80.15,0.062,99.42,0.01,0.0,0
87.0,50.0,534,82.2,0.0,100.0,0.06,0.65,0
60.8,55.1,65,57.78,0.019,99.61,0.05,0.0,0
65.6,63.6,1547,13.04,0.119,99.15,0.23,0.81,1
90.6,50.0,262,30.38,0.0,100.0,0.0,0.89,0
47.2,65.7,1981,25.92,0.047,97.06,0.11,1.9,1
55.6,50.6,1349,21.45,0.074,99.81,0.12,1.11,1
25.3,65.8,0,27.69,0.0,98.75,0.0,0.16,0
46.0,69.4,259,84.19,0.0,96.27,0.07,0.53,0
67.6,100.1,1644,30.09,0.051,98.7,0.08,1.79,0
53.1,50.0,929,85.01,0.0,99.2,0.01,1.12,0
93.0,114.7,1985,16.02,0.093,95.09,0.14,2.38,1
97.0,64.3,1579,43.14,0.138,99.0,0.07,1.69,1
90.6,50.0,1419,80.91,0.061,97.65,0.18,1.44,1
26.6,79.7,903,30.2,0.077,99.31,0.17,0.27,1
26.7,53.2,1113,24.98,0.0,99.17,0.05,1.5,1
93.4,70.6,794,47.45,0.06,96.13,0.12,1.24,0
14.1,53.5,1535,19.95,0.001,98.92,0.13,2.21,1
82.8,50.0,182,21.01,0.03,98.16,0.02,0.71,0
95.4,50.0,0,74.08,0.028,100.0,0.01,0.01,0
67.1,62.6,498,68.64,0.007,98.71,0.02,0.0,0
97.9,65.6,1282,20.72,0.104,97.33,0.16,1.21,1
87.9,59.2,894,17.93,0.037,97.35,0.08,1.18,0
38.6,78.7,1971,54.31,0.046,98.12,0.17,1.76,1
14.9,50.0,0,34.91,0.052,100.0,0.0,0.46,0
49.0,69.3,231,63.92,0.0,98.49,0.03,0.42,0
69.4,124.8,2563,41.16,0.153,96.36,0.22,2.33,1
33.9,65.3,299,54.92,0.055,97.28,0.01,0.57,0
32.9,76.5,1662,72.93,0.053,98.91,0.16,1.94,0
72.7,65.4,1562,67.5,0.149,97.25,0.18,0.77,1
16.0,81.3,930,82.42,0.0,99.09,0.08,0.6,0
76.2,107.4,673,51.69,0.0,98.92,0.15,1.41,0
48.0,50.0,301,49.35,0.024,98.25,0.04,0.0,0
20.5,109.6,2059,51.48,0.054,98.92,0.22,1.64,1
31.7,67.5,1281,54.19,0.0,98.07,0.09,1.71,0
99.8,54.0,931,35.42,0.0,98.81,0.05,0.72,0
98.5,50.0,795,56.37,0.0,98.75,0.0,0.0,0
86.4,50.0,1819,28.74,0.029,100.0,0.21,2.34,0
13.5,70.2,1752,20.88,0.0,97.08,0.1,0.9,1
37.5,63.9,2916,78.45,0.11,98.04,0.18,2.5,1
66.3,86.7,1546,71.8,0.034,98.35,0.15,1.43,1
95.7,51.5,2159,75.07,0.063,97.54,0.15,2.17,1
35.3,70.5,1455,66.45,0.191,98.43,0.13,2.14,1
46.0,75.6,1554,79.75,0.026,99.59,0.13,1.41,1
71.4,50.0,56,53.67,0.042,98.76,0.01,0.59,0
29.7,61.6,1595,48.46,0.026,98.16,0.1,0.93,0
13.5,97.7,1596,79.52,0.079,98.43,0.22,1.92,1
84.7,50.0,832,37.63,0.097,99.11,0.0,0.79,0
85.7,57.3,139,45.66,0.009,100.0,0.0,0.55,0
47.5,72.6,723,72.17,0.063,99.06,0.07,1.35,1
94.3,60.9,584,35.74,0.0,99.08,0.14,0.0,0
39.5,50.0,1880,71.77,0.099,99.47,0.0,1.61,0
76.7,74.3,206,15.09,0.128,96.94,0.0,0.41,0
23.5,84.6,1287,16.6,0.028,96.75,0.2,1.21,1
66.2,50.0,0,39.81,0.0,99.47,0.0,0.09,0
83.0,69.4,700,28.8,0.0,99.27,0.05,0.85,0
35.9,59.5,0,76.26,0.1,99.41,0.08,0.0,0
53.1,50.0,417,27.38,0.009,98.22,0.03,0.42,0
87.4,54.7,654,19.87,0.0,98.13,0.02,1.72,0
49.6,93.6,0,59.2,0.016,99.48,0.07,0.37,0
27.1,50.0,920,75.28,0.137,97.4,0.11,1.35,1
96.9,83.9,1778,64.44,0.049,98.47,0.1,1.66,1
41.1,102.9,1342,78.7,0.09,98.61,0.16,1.65,1
20.6,50.0,519,55.24,0.047,99.2,0.04,1.36,0
21.3,50.0,1111,76.12,0.0,99.99,0.1,0.6,0
93.2,63.4,1093,59.31,0.03,99.72,0.14,0.87,0
66.6,67.6,0,68.57,0.0,97.94,0.03,0.0,0
29.5,64.1,1534,19.47,0.048,98.49,0.1,2.07,1
77.0,50.0,472,26.93,0.049,98.23,0.03,0.36,0
55.9,76.6,578,13.41,0.0,97.99,0.03,0.59,0
35.9,77.2,642,49.44,0.0,98.13,0.13,0.41,1
76.4,109.2,1989,58.57,0.067,99.51,0.23,1.73,1
61.4,50.0,0,65.25,0.0,98.97,0.02,0.0,0
65.1,58.3,1168,89.5,0.106,98.54,0.12,0.72,0
42.7,74.0,971,71.8,0.023,98.34,0.11,0.06,0
29.5,50.0,1992,70.16,0.06,99.62,0.13,1.78,1
25.9,93.0,582,65.7,0.027,97.08,0.06,0.49,0
28.4,57.8,861,61.2,0.049,99.33,0.0,0.39,0
94.3,108.4,1431,79.4,0.005,97.42,0.13,1.4,1
73.2,75.2,1923,26.03,0.09,99.11,0.15,2.28,1
36.9,50.0,482,82.99,0.049,97.17,0.15,1.46,1
74.9,81.5,851,79.35,0.087,98.58,0.11,1.65,0
40.1,95.9,84,12.85,0.054,99.49,0.1,0.0,0
69.0,81.3,1377,13.32,0.008,99.27,0.07,2.05,1
96.3,88.8,1821,37.75,0.052,98.42,0.11,2.9,1
73.0,117.5,931,57.83,0.042,99.13,0.14,0.7,1
35.0,90.5,1231,89.39,0.123,97.08,0.11,0.53,1
65.6,89.9,498,46.05,0.019,99.64,0.12,0.0,0
67.2,83.9,1368,66.2,0.034,98.09,0.16,2.06,0
22.3,110.3,600,76.55,0.186,99.47,0.18,0.0,1
27.3,66.0,598,63.43,0.02,98.5,0.2,0.66,1
72.7,69.5,612,23.03,0.007,98.29,0.08,0.8,0
66.1,75.4,2054,20.04,0.0,97.85,0.1,2.31,1
84.4,50.0,1700,25.52,0.049,97.98,0.15,1.62,1
72.8,51.4,52,81.76,0.012,99.69,0.11,0.32,0
29.6,93.2,493,52.67,0.019,98.87,0.06,0.59,0
87.0,70.9,1153,65.02,0.092,97.08,0.14,1.41,1
98.1,109.7,2276,87.14,0.005,97.6,0.13,2.25,1
77.2,91.7,1611,54.95,0.088,96.31,0.15,2.13,1
83.9,108.9,3140,45.43,0.063,96.63,0.15,2.86,1
39.7,76.0,662,87.0,0.077,98.15,0.05,0.57,0
87.1,72.9,968,52.52,0.0,98.29,0.0,0.69,0
76.1,69.8,1567,18.85,0.042,99.43,0.11,1.0,1
45.2,55.1,0,15.91,0.06,98.93,0.03,0.02,0
25.9,112.0,1762,58.37,0.057,99.35,0.19,1.24,1
28.0,83.5,743,40.05,0.041,98.69,0.07,1.16,1
74.0,71.5,1257,67.88,0.145,98.24,0.15,1.77,1
41.2,50.0,1194,22.12,0.113,99.08,0.08,1.67,1
74.8,101.9,2012,11.91,0.069,98.5,0.23,1.81,1
88.2,50.0,1065,51.84,0.076,98.03,0.05,0.78,0
21.7,87.0,1312,31.8,0.145,98.21,0.21,1.35,1
22.3,100.4,660,56.61,0.019,97.52,0.06,0.8,0
17.7,87.7,292,61.67,0.033,97.99,0.04,0.54,0
97.6,85.7,1324,48.95,0.021,98.17,0.07,1.14,1
96.2,50.0,2165,65.45,0.0,97.15,0.24,1.99,1
43.9,74.5,667,11.88,0.071,99.3,0.06,0.93,0
28.9,88.5,1177,52.1,0.081,99.39,0.12,1.63,1
61.3,70.7,2039,18.9,0.079,96.4,0.09,2.33,1
38.6,50.0,0,55.55,0.0,99.4,0.03,0.81,0
21.1,57.7,0,69.96,0.028,98.66,0.06,0.0,0
97.0,53.4,1040,70.97,0.023,98.56,0.07,0.48,0
38.6,91.0,1086,27.66,0.0,98.4,0.05,0.77,0
20.5,65.7,1862,28.76,0.023,98.84,0.06,1.63,1
10.2,95.4,933,22.12,0.045,97.45,0.07,0.72,1
22.5,106.2,1422,67.12,0.065,97.89,0.13,2.88,1
78.5,56.8,1023,87.91,0.0,99.74,0.12,1.5,1
72.5,84.3,2374,10.17,0.019,98.71,0.12,2.58,1
30.5,50.0,7,58.14,0.039,96.23,0.0,0.24,0
20.0,71.7,1124,80.04,0.066,96.45,0.21,1.58,1
77.2,78.5,1351,29.55,0.078,97.51,0.12,1.35,1
85.1,68.7,2341,82.28,0.101,97.83,0.17,2.65,1
69.4,50.0,2,15.3,0.0,98.44,0.1,0.04,0
13.8,50.0,816,85.48,0.098,97.0,0.1,1.15,1
39.9,73.8,1648,48.28,0.155,95.73,0.08,1.16,1
47.3,53.5,797,77.6,0.087,98.49,0.09,0.21,0
31.4,50.0,976,20.61,0.0,97.93,0.12,0.11,0
79.1,61.2,841,72.2,0.049,98.46,0.11,0.0,0
41.4,56.3,1690,32.89,0.087,96.82,0.16,1.84,1
68.2,90.6,2012,78.08,0.088,96.81,0.11,1.55,1
55.2,84.0,844,20.18,0.121,98.19,0.12,0.82,0
67.0,50.0,0,69.42,0.0,98.1,0.08,0.54,0
47.0,84.1,475,39.89,0.079,98.2,0.08,0.63,0
97.9,75.4,1162,53.13,0.026,98.31,0.11,1.28,0
92.3,81.1,1677,31.6,0.032,97.52,0.11,1.28,1
33.2,98.6,1485,26.35,0.064,98.48,0.21,1.12,1
12.4,54.1,402,20.69,0.054,96.57,0.07,0.02,0
49.1,91.6,549,27.58,0.04,99.39,0.06,0.66,0
14.4,106.5,674,14.4,0.078,97.85,0.16,0.74,1
67.4,70.8,0,22.95,0.0,98.45,0.0,0.0,0
53.2,60.5,1251,34.7,0.0,98.89,0.12,1.73,0
19.9,63.8,1497,83.86,0.16,99.01,0.24,1.03,1
61.3,104.3,2014,72.65,0.016,97.39,0.1,2.54,1
16.4,74.6,1139,36.7,0.03,98.67,0.16,1.08,1
84.1,116.6,1186,13.18,0.021,96.55,0.35,1.42,1
15.2,99.4,1628,49.54,0.018,99.7,0.14,1.84,1
93.4,50.0,260,40.92,0.07,98.26,0.07,0.0,0
73.6,50.0,1013,70.93,0.0,98.46,0.05,1.49,0
27.1,82.2,1956,69.89,0.0,98.22,0.18,2.18,1
39.9,97.5,1632,47.28,0.072,97.28,0.25,2.11,1
41.3,64.3,71,28.17,0.024,100.0,0.06,0.0,0
94.9,72.6,1564,67.41,0.004,97.87,0.08,2.08,1
80.3,50.0,1538,88.61,0.0,98.84,0.0,1.45,0
38.0,95.8,1612,38.23,0.071,100.0,0.21,1.45,1
54.7,50.0,1099,85.56,0.0,98.65,0.1,0.96,0
32.3,50.0,634,34.61,0.037,98.23,0.16,0.26,0
18.3,63.5,416,70.66,0.061,98.99,0.03,0.43,0
45.8,67.7,2209,11.3,0.092,98.81,0.1,2.0,1
90.5,90.9,247,63.55,0.02,97.96,0.01,0.42,0
60.0,60.4,306,33.8,0.013,97.33,0.0,0.69,0
22.5,76.6,48,74.98,0.024,97.8,0.12,0.05,0
27.7,79.1,585,57.73,0.13,98.19,0.0,0.71,0
43.0,50.0,1549,56.87,0.082,96.94,0.19,2.06,1
53.7,50.0,1108,49.45,0.107,98.27,0.02,1.11,0
54.0,70.0,719,71.28,0.0,99.85,0.08,0.06,0
33.7,65.5,1439,14.0,0.0,97.88,0.05,1.05,0
72.9,70.6,1851,30.12,0.0,98.52,0.19,2.14,1
89.6,53.3,1156,10.24,0.013,95.45,0.18,0.85,1
83.4,55.7,538,45.6,0.055,97.98,0.06,0.4,0
36.1,90.1,1739,87.52,0.007,98.24,0.12,1.85,1
68.8,61.1,0,21.27,0.1,97.14,0.11,0.0,1
77.5,71.2,588,22.82,0.027,97.94,0.11,0.78,0
13.4,93.3,1559,65.42,0.027,97.88,0.25,0.96,1
58.5,64.3,1154,17.03,0.034,97.85,0.05,1.17,0
90.1,81.0,1062,35.67,0.031,99.9,0.11,2.43,0
33.8,67.4,2364,29.48,0.117,96.93,0.16,2.04,1
63.2,98.2,2127,17.71,0.108,98.57,0.04,1.65,1
62.4,54.8,209,28.19,0.056,100.0,0.1,0.0,0
85.3,58.5,932,35.66,0.0,97.9,0.0,0.62,0
54.1,57.3,1822,11.07,0.0,98.65,0.13,1.54,0
82.4,94.1,1910,16.53,0.119,97.95,0.15,1.4,1
37.8,75.2,596,50.52,0.03,99.35,0.15,0.59,0
29.7,86.2,1675,20.88,0.051,98.31,0.12,1.33,1
74.0,59.7,1082,69.33,0.089,97.2,0.14,0.76,1
89.1,79.0,1211,52.15,0.013,99.2,0.04,1.15,0
79.9,51.0,734,43.58,0.036,98.02,0.06,1.15,0
75.3,61.8,1216,80.09,0.143,97.69,0.23,1.37,1
73.6,100.7,1786,23.42,0.093,96.42,0.16,2.66,1
53.4,50.3,1223,32.82,0.035,97.1,0.14,1.38,1
68.9,60.2,146,89.27,0.0,98.56,0.09,0.33,0
20.8,65.2,205,32.49,0.051,97.96,0.08,0.0,0
15.8,84.4,363,85.71,0.124,99.61,0.11,0.8,0
61.0,111.7,1208,18.27,0.065,99.31,0.02,0.36,1
75.2,78.4,877,78.64,0.072,98.46,0.13,0.66,1
68.3,62.6,970,48.48,0.023,97.43,0.03,1.64,1
83.7,77.7,2220,22.06,0.077,97.49,0.08,1.99,1
15.4,50.0,875,20.03,0.121,99.0,0.18,1.61,1
83.7,102.4,752,50.07,0.019,98.28,0.04,0.83,0
32.6,51.8,130,37.1,0.089,96.8,0.11,0.0,0
71.8,95.6,1699,14.21,0.078,97.09,0.15,1.18,1
26.3,50.0,116,68.03,0.0,97.22,0.07,0.0,0
29.9,74.7,759,61.83,0.0,99.04,0.07,0.11,0
32.3,70.8,1082,64.27,0.0,98.86,0.09,1.48,0
19.8,72.8,2098,19.82,0.157,98.4,0.22,1.75,1
75.9,50.0,2306,67.11,0.137,99.03,0.03,1.92,0
65.7,82.7,1311,33.3,0.044,97.46,0.11,1.59,1
95.6,71.8,1305,49.62,0.111,97.56,0.06,1.35,1
27.8,60.2,598,56.87,0.091,99.76,0.1,0.48,0
44.2,88.0,745,44.33,0.0,96.8,0.05,0.72,0
92.2,59.8,2405,43.19,0.126,97.09,0.3,1.75,1
87.5,92.7,1259,23.78,0.0,98.55,0.04,1.59,0
26.6,76.3,592,18.85,0.009,99.31,0.0,0.12,0
70.4,55.2,9,42.6,0.043,99.17,0.2,0.0,0
57.9,101.6,1648,43.16,0.049,98.57,0.21,1.81,1
98.2,95.7,577,29.12,0.099,97.26,0.04,0.58,1
90.5,50.0,1196,88.48,0.0,97.56,0.18,0.64,0
14.8,87.3,153,61.82,0.108,98.62,0.11,0.75,1
41.1,52.0,665,30.48,0.03,100.0,0.04,0.66,0
30.0,72.1,1227,68.27,0.0,98.28,0.05,1.06,0
43.6,50.0,682,39.54,0.01,96.87,0.04,0.0,1
20.2,92.2,1650,38.85,0.088,97.91,0.08,1.1,1
77.3,51.0,0,68.65,0.024,100.0,0.13,0.0,0
89.6,80.5,1732,48.51,0.162,96.26,0.15,1.48,1
44.0,91.4,1457,12.74,0.145,96.96,0.14,1.89,1
39.1,78.6,1785,27.27,0.056,95.55,0.11,2.64,1
42.3,99.0,1978,25.46,0.166,96.81,0.14,2.01,1
98.5,128.5,2197,23.92,0.084,97.12,0.2,2.41,1
58.1,79.1,1101,55.86,0.104,98.64,0.23,1.14,1
40.4,56.6,67,50.71,0.068,100.0,0.05,0.31,0
59.7,59.3,0,38.28,0.0,99.94,0.05,0.16,0
25.6,113.5,1918,29.34,0.0,96.44,0.21,2.47,1
92.1,50.0,967,26.96,0.0,98.03,0.06,1.4,0
60.3,98.6,1705,88.93,0.0,98.13,0.1,0.83,1
19.6,50.0,676,29.59,0.021,100.0,0.21,1.29,1
96.0,59.3,1298,38.74,0.043,96.9,0.18,1.82,1
42.1,87.7,1748,40.18,0.004,98.52,0.19,0.72,1
88.4,73.9,375,11.87,0.055,100.0,0.02,1.26,0
67.9,57.7,376,46.5,0.001,98.77,0.01,0.79,0
89.6,91.4,97,67.54,0.101,99.13,0.07,1.01,1
46.2,71.8,1276,78.6,0.014,99.02,0.04,1.22,0
55.4,93.2,0,34.23,0.113,98.03,0.0,0.0,0
64.0,83.2,1031,60.57,0.022,99.75,0.09,1.75,0
94.7,88.3,0,39.67,0.103,97.79,0.07,0.0,0
94.9,85.2,283,77.32,0.003,98.57,0.09,0.64,0
65.6,91.8,1275,51.96,0.118,99.45,0.09,1.19,1
97.8,50.0,1004,71.22,0.0,98.94,0.04,0.96,0
25.9,79.1,2015,53.09,0.08,97.36,0.26,1.66,1
53.9,61.7,752,37.24,0.131,97.92,0.0,0.0,0
42.8,76.9,346,85.74,0.143,98.22,0.05,0.11,1
82.6,54.6,478,55.8,0.055,96.93,0.07,0.97,0
56.7,83.8,491,21.81,0.0,100.0,0.07,0.19,0
67.0,86.2,1998,34.65,0.098,98.62,0.27,1.6,1
65.1,61.3,254,53.07,0.019,98.47,0.07,0.0,0
36.2,126.5,1400,61.1,0.073,96.5,0.22,1.87,1
81.5,64.4,1623,34.02,0.047,98.66,0.07,2.52,1
86.0,50.0,1024,15.62,0.064,96.59,0.0,0.57,1
61.0,50.0,1506,69.38,0.131,99.38,0.11,2.08,1
36.3,74.0,985,78.36,0.042,97.94,0.13,1.78,1
39.2,85.8,927,30.67,0.137,97.6,0.1,1.15,1
32.6,76.4,1390,53.42,0.067,98.05,0.11,1.92,1
63.8,50.0,230,86.94,0.002,98.62,0.09,0.35,0
75.3,63.2,982,48.74,0.099,98.15,0.0,1.34,0
32.4,81.0,731,44.11,0.011,99.72,0.0,0.48,0
65.6,58.0,752,29.31,0.006,100.0,0.0,0.66,0
47.8,75.7,1567,80.53,0.109,97.71,0.1,2.25,1
48.2,70.8,1374,51.65,0.003,98.79,0.14,1.22,1
68.8,50.0,1347,53.84,0.079,96.73,0.08,0.46,1
70.2,100.5,1542,56.4,0.118,98.51,0.08,1.29,1
24.0,50.0,686,22.52,0.0,100.0,0.02,1.18,0
56.7,96.8,718,39.41,0.0,98.74,0.03,0.66,0
31.1,50.0,0,34.35,0.0,99.27,0.0,0.0,0
97.3,60.4,1750,72.83,0.055,97.12,0.11,0.99,1
26.8,50.0,604,47.96,0.002,99.43,0.09,0.45,0
79.4,57.3,1458,12.43,0.032,98.59,0.02,1.88,0
69.3,82.9,1073,49.23,0.144,96.04,0.1,1.4,1
78.0,85.4,1227,38.57,0.0,96.99,0.13,0.88,1
50.8,50.0,15,43.18,0.0,98.61,0.0,0.0,0
37.0,50.0,645,37.34,0.0,97.82,0.13,0.89,1
87.9,83.9,689,42.87,0.08,97.5,0.14,0.23,1
64.8,50.0,0,16.15,0.03,97.05,0.12,0.0,0
59.6,85.0,3094,20.45,0.0,99.33,0.17,3.02,1
12.9,63.6,511,22.04,0.0,100.0,0.08,0.67,0
27.2,50.0,0,24.02,0.108,97.46,0.0,0.0,0
89.3,110.0,2539,41.41,0.091,97.09,0.17,2.4,1
98.5,79.5,723,40.89,0.028,100.0,0.0,0.71,0
89.6,88.0,822,51.16,0.022,98.08,0.22,1.69,1
27.5,53.7,723,58.7,0.144,99.33,0.18,0.59,1
11.4,53.8,2066,26.77,0.095,97.53,0.27,2.64,1
92.4,74.3,1782,24.18,0.068,97.38,0.04,2.15,0
13.4,57.9,656,23.49,0.084,99.0,0.09,1.04,0
77.7,67.4,2201,70.32,0.019,97.26,0.14,2.76,1
96.8,67.5,2156,28.78,0.071,97.46,0.18,2.23,1
54.6,60.7,671,17.08,0.0,98.79,0.0,0.42,0
10.4,84.8,2493,72.5,0.04,98.29,0.18,1.99,1
82.5,67.0,1465,61.0,0.013,99.59,0.05,0.76,0
29.6,57.7,1276,77.03,0.019,98.53,0.17,1.35,0
53.6,83.5,822,73.46,0.0,98.17,0.15,0.2,1
56.3,64.0,341,81.05,0.069,100.0,0.02,0.6,0
20.9,74.0,936,20.68,0.025,99.36,0.21,0.37,1
82.2,67.6,1361,27.73,0.104,98.76,0.09,1.2,1
95.1,103.8,2622,79.41,0.095,97.91,0.21,3.06,1
84.7,50.0,531,51.52,0.0,98.71,0.12,0.66,0
45.1,76.5,968,49.67,0.024,97.6,0.13,1.0,0
27.3,78.6,40,59.01,0.075,99.54,0.11,0.0,1
74.4,89.6,947,43.29,0.027,98.67,0.09,0.91,0
43.9,113.8,1078,72.11,0.0,98.91,0.1,1.01,1
38.2,96.7,1464,18.66,0.088,99.62,0.17,2.01,1
67.4,74.8,1638,74.6,0.107,96.76,0.15,1.77,1
74.6,50.0,584,27.24,0.006,99.12,0.06,0.49,0
63.1,50.0,0,52.79,0.07,99.05,0.0,0.16,0
71.0,69.6,987,78.32,0.103,98.79,0.15,0.93,1
46.6,59.2,1071,11.3,0.02,99.22,0.1,0.57,0
88.7,83.2,451,23.83,0.053,98.53,0.23,1.24,1
35.1,96.8,605,76.49,0.117,97.84,0.28,0.51,1
12.5,57.3,0,83.31,0.052,100.0,0.01,0.0,0
79.4,61.2,154,40.9,0.09,97.6,0.01,1.06,0
91.1,50.0,925,44.27,0.037,97.71,0.12,0.84,0
44.6,97.0,2055,67.93,0.086,96.92,0.19,2.53,1
33.4,50.0,0,11.24,0.0,100.0,0.03,0.93,0
84.8,102.5,995,36.49,0.023,98.59,0.01,0.75,0
27.7,62.9,482,35.36,0.072,96.99,0.18,0.73,1
60.5,67.1,1204,62.08,0.012,97.57,0.04,0.6,0
65.9,50.0,0,64.67,0.104,99.05,0.0,0.32,0
89.1,77.3,0,39.91,0.0,99.75,0.0,0.31,0
10.1,50.0,0,79.51,0.052,98.71,0.03,0.0,0
32.3,99.6,2064,27.09,0.058,97.86,0.12,1.92,1
62.4,50.0,591,53.97,0.0,97.63,0.08,0.98,0
83.4,62.5,764,26.2,0.0,98.25,0.04,1.35,1
33.4,88.9,3234,53.9,0.01,98.61,0.16,3.49,1
35.5,64.8,527,33.55,0.076,100.0,0.0,0.09,0
57.5,84.7,1852,86.89,0.044,97.91,0.11,1.56,1
59.0,61.5,1631,83.83,0.01,98.39,0.07,2.62,0
